cons_frac,merge_frac,max_res,target,model,depth,f1,recall,precision,n_res,n_cand,n_cons,n_group,n_true
0.5,1.0,0,8tp5_HL,protenix,d307,0.7119,0.7778,0.6562,32,4,7,7,27
0.5,1.0,0,8u44_ST,protenix,d413,0.4906,0.4194,0.5909,22,2,7,7,31
0.5,1.0,0,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,3,9,9,30
0.5,1.0,0,8ume_HL,protenix,d653,0.6667,0.6364,0.7,20,5,7,7,22
0.5,1.0,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,1,7,7,18
0.5,1.0,0,9azr_HL,protenix,d552,0.8182,0.75,0.9,20,2,7,7,24
0.5,1.0,0,9azt_HL,protenix,d4,0.5676,0.875,0.42,50,7,7,7,24
0.5,1.0,0,9azv_HL,protenix,d293,0.5263,0.8333,0.3846,52,5,7,7,24
0.5,1.0,0,9b7g_QP,protenix,d625,0.7234,0.6538,0.8095,21,1,7,7,26
0.5,1.0,0,9bdg_FI,protenix,d173,0.5306,0.4483,0.65,20,1,7,7,29
0.5,1.0,0,9kkj_HL,protenix,d2220,0.381,0.3478,0.4211,19,1,7,7,23
0.5,1.0,0,9ml9_HL,protenix,d8769,0.0476,0.0417,0.0556,18,1,7,7,24
0.5,1.0,0,9mqr_DE,protenix,d3538,0.7467,1.0,0.5957,47,5,7,7,28
0.5,1.0,0,9w43_AB,protenix,d51,0.1622,0.1364,0.2,15,2,7,7,22
0.5,1.0,0,9y0a_AB,protenix,d289,0.1765,0.1667,0.1875,16,1,7,7,18
0.5,1.0,0,9yc6_HL,protenix,d611,0.5789,0.6111,0.55,20,1,7,7,18
0.5,1.0,0,9zdu_HL,protenix,d11017,0.6087,0.8077,0.4884,43,2,7,7,26
0.5,1.0,40,8k3k_D,protenix,d57,0.5,0.3846,0.7143,14,2,7,7,26
0.5,1.0,40,8k46_I,protenix,d23,0.6102,0.72,0.5294,34,3,7,7,25
0.5,1.0,40,8k5g_HL,protenix,d90,0.6,0.6,0.6,15,1,7,7,15
0.5,1.0,40,8k5h_HL,protenix,d15,0.4828,0.4667,0.5,14,1,7,7,15
0.5,1.0,40,8kep_HL,protenix,d37,0.4681,0.5238,0.4231,26,1,7,7,21
0.5,1.0,40,8q7s_C,protenix,d86,0.7083,0.68,0.7391,23,1,7,7,25
0.5,1.0,40,8q7s_H,protenix,d55,0.3556,0.3077,0.4211,19,1,7,7,26
0.5,1.0,40,8q7s_O,protenix,d35,0.7143,0.625,0.8333,18,1,7,7,24
0.5,1.0,40,8siq_HL,protenix,d670,0.5079,0.5926,0.4444,36,7,7,7,27
0.5,1.0,40,8sis_HL,protenix,d4169,0.3284,0.4074,0.275,40,2,7,7,27
0.5,1.0,40,8sit_HL,protenix,d4035,0.6154,0.5517,0.6957,23,2,7,7,29
0.5,1.0,40,8t4a_PR,protenix,d1824,0.6977,0.9375,0.5556,27,4,7,7,16
0.5,1.0,40,8t4d_OQ,protenix,d150,0.4923,0.64,0.4,40,4,7,7,25
0.5,1.0,40,8tp5_HL,protenix,d307,0.7119,0.7778,0.6562,32,4,7,7,27
0.5,1.0,40,8u44_ST,protenix,d413,0.4906,0.4194,0.5909,22,2,7,7,31
0.5,1.0,40,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,3,9,9,30
0.5,1.0,40,8ume_HL,protenix,d653,0.6667,0.6364,0.7,20,5,7,7,22
0.5,1.0,40,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,1,7,7,18
0.5,1.0,40,9azr_HL,protenix,d552,0.8182,0.75,0.9,20,2,7,7,24
0.5,1.0,40,9azt_HL,protenix,d4,0.5,0.6667,0.4,40,7,7,7,24
0.5,1.0,40,9azv_HL,protenix,d293,0.4688,0.625,0.375,40,5,7,7,24
0.5,1.0,40,9b7g_QP,protenix,d625,0.7234,0.6538,0.8095,21,1,7,7,26
0.5,1.0,40,9bdg_FI,protenix,d173,0.5306,0.4483,0.65,20,1,7,7,29
0.5,1.0,40,9kkj_HL,protenix,d2220,0.381,0.3478,0.4211,19,1,7,7,23
0.5,1.0,40,9ml9_HL,protenix,d8769,0.0476,0.0417,0.0556,18,1,7,7,24
0.5,1.0,40,9mqr_DE,protenix,d3538,0.7059,0.8571,0.6,40,5,7,7,28
0.5,1.0,40,9w43_AB,protenix,d51,0.1622,0.1364,0.2,15,2,7,7,22
0.5,1.0,40,9y0a_AB,protenix,d289,0.1765,0.1667,0.1875,16,1,7,7,18
0.5,1.0,40,9yc6_HL,protenix,d611,0.5789,0.6111,0.55,20,1,7,7,18
0.5,1.0,40,9zdu_HL,protenix,d11017,0.5758,0.7308,0.475,40,2,7,7,26
0.5,1.0,30,8k3k_D,protenix,d57,0.5,0.3846,0.7143,14,2,7,7,26
0.5,1.0,30,8k46_I,protenix,d23,0.5818,0.64,0.5333,30,3,7,7,25
0.5,1.0,30,8k5g_HL,protenix,d90,0.6,0.6,0.6,15,1,7,7,15
0.5,1.0,30,8k5h_HL,protenix,d15,0.4828,0.4667,0.5,14,1,7,7,15
0.5,1.0,30,8kep_HL,protenix,d37,0.4681,0.5238,0.4231,26,1,7,7,21
0.5,1.0,30,8q7s_C,protenix,d86,0.7083,0.68,0.7391,23,1,7,7,25
0.5,1.0,30,8q7s_H,protenix,d55,0.3556,0.3077,0.4211,19,1,7,7,26
0.5,1.0,30,8q7s_O,protenix,d35,0.7143,0.625,0.8333,18,1,7,7,24
0.5,1.0,30,8siq_HL,protenix,d670,0.4211,0.4444,0.4,30,7,7,7,27
0.5,1.0,30,8sis_HL,protenix,d4169,0.3158,0.3333,0.3,30,2,7,7,27
0.5,1.0,30,8sit_HL,protenix,d4035,0.6154,0.5517,0.6957,23,2,7,7,29
0.5,1.0,30,8t4a_PR,protenix,d1824,0.6977,0.9375,0.5556,27,4,7,7,16
0.5,1.0,30,8t4d_OQ,protenix,d150,0.4364,0.48,0.4,30,4,7,7,25
0.5,1.0,30,8tp5_HL,protenix,d307,0.7018,0.7407,0.6667,30,4,7,7,27
0.5,1.0,30,8u44_ST,protenix,d413,0.4906,0.4194,0.5909,22,2,7,7,31
0.5,1.0,30,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,3,9,9,30
0.5,1.0,30,8ume_HL,protenix,d653,0.6667,0.6364,0.7,20,5,7,7,22
0.5,1.0,30,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,1,7,7,18
0.5,1.0,30,9azr_HL,protenix,d552,0.8182,0.75,0.9,20,2,7,7,24
0.5,1.0,30,9azt_HL,protenix,d4,0.3704,0.4167,0.3333,30,7,7,7,24
0.5,1.0,30,9azv_HL,protenix,d293,0.4074,0.4583,0.3667,30,5,7,7,24
0.5,1.0,30,9b7g_QP,protenix,d625,0.7234,0.6538,0.8095,21,1,7,7,26
0.5,1.0,30,9bdg_FI,protenix,d173,0.5306,0.4483,0.65,20,1,7,7,29
0.5,1.0,30,9kkj_HL,protenix,d2220,0.381,0.3478,0.4211,19,1,7,7,23
0.5,1.0,30,9ml9_HL,protenix,d8769,0.0476,0.0417,0.0556,18,1,7,7,24
0.5,1.0,30,9mqr_DE,protenix,d3538,0.6552,0.6786,0.6333,30,5,7,7,28
0.5,1.0,30,9w43_AB,protenix,d51,0.1622,0.1364,0.2,15,2,7,7,22
0.5,1.0,30,9y0a_AB,protenix,d289,0.1765,0.1667,0.1875,16,1,7,7,18
0.5,1.0,30,9yc6_HL,protenix,d611,0.5789,0.6111,0.55,20,1,7,7,18
0.5,1.0,30,9zdu_HL,protenix,d11017,0.5357,0.5769,0.5,30,2,7,7,26
0.7,0.0,0,8k3k_D,protenix,d57,0.6329,0.9615,0.4717,53,2,7,7,26
0.7,0.0,0,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.0,0,8k5g_HL,protenix,d90,0.4762,1.0,0.3125,48,1,7,7,15
0.7,0.0,0,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.0,0,8kep_HL,protenix,d37,0.3471,1.0,0.21,100,1,7,7,21
0.7,0.0,0,8q7s_C,protenix,d86,0.7188,0.92,0.5897,39,1,7,7,25
0.7,0.0,0,8q7s_H,protenix,d55,0.4412,0.5769,0.3571,42,1,7,7,26
0.7,0.0,0,8q7s_O,protenix,d35,0.75,1.0,0.6,40,1,7,7,24
0.7,0.0,0,8siq_HL,protenix,d670,0.381,0.5926,0.2807,57,6,6,7,27
0.7,0.0,0,8sis_HL,protenix,d4169,0.6429,1.0,0.4737,57,5,7,7,27
0.7,0.0,0,8sit_HL,protenix,d4035,0.7536,0.8966,0.65,40,2,7,7,29
0.7,0.0,0,8t4a_PR,protenix,d1824,0.3168,1.0,0.1882,85,1,7,7,16
0.7,0.0,0,8t4d_OQ,protenix,d150,0.5676,0.84,0.4286,49,5,7,7,25
0.7,0.0,0,8tp5_HL,protenix,d307,0.6769,0.8148,0.5789,38,3,7,7,27
0.7,0.0,0,8u44_ST,protenix,d413,0.5455,0.5806,0.5143,35,3,7,7,31
0.7,0.0,0,8ulr_HL,protenix,d1746,0.6835,0.9,0.551,49,4,9,9,30
0.7,0.0,0,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.0,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.0,0,9azr_HL,protenix,d552,0.7586,0.9167,0.6471,34,1,6,7,24
0.7,0.0,0,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,0.0,0,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.0,0,9b7g_QP,protenix,d625,0.8254,1.0,0.7027,37,1,7,7,26
0.7,0.0,0,9bdg_FI,protenix,d173,0.5714,0.7586,0.4583,48,1,7,7,29
0.7,0.0,0,9kkj_HL,protenix,d2220,0.5,0.6957,0.3902,41,1,7,7,23
0.7,0.0,0,9ml9_HL,protenix,d8769,0.5526,0.875,0.4038,52,2,7,7,24
0.7,0.0,0,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,0.0,0,9w43_AB,protenix,d51,0.2308,0.2727,0.2,30,3,7,7,22
0.7,0.0,0,9y0a_AB,protenix,d289,0.2174,0.2778,0.1786,28,2,7,7,18
0.7,0.0,0,9yc6_HL,protenix,d611,0.5116,0.6111,0.44,25,4,7,7,18
0.7,0.0,0,9zdu_HL,protenix,d11017,0.5417,1.0,0.3714,70,2,7,7,26
0.7,0.0,40,8k3k_D,protenix,d57,0.7273,0.9231,0.6,40,2,7,7,26
0.7,0.0,40,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.0,40,8k5g_HL,protenix,d90,0.5455,1.0,0.375,40,1,7,7,15
0.7,0.0,40,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.0,40,8kep_HL,protenix,d37,0.3934,0.5714,0.3,40,1,7,7,21
0.7,0.0,40,8q7s_C,protenix,d86,0.7188,0.92,0.5897,39,1,7,7,25
0.7,0.0,40,8q7s_H,protenix,d55,0.4545,0.5769,0.375,40,1,7,7,26
0.7,0.0,40,8q7s_O,protenix,d35,0.75,1.0,0.6,40,1,7,7,24
0.7,0.0,40,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,0.0,40,8sis_HL,protenix,d4169,0.7164,0.8889,0.6,40,5,7,7,27
0.7,0.0,40,8sit_HL,protenix,d4035,0.7536,0.8966,0.65,40,2,7,7,29
0.7,0.0,40,8t4a_PR,protenix,d1824,0.5714,1.0,0.4,40,1,7,7,16
0.7,0.0,40,8t4d_OQ,protenix,d150,0.5538,0.72,0.45,40,5,7,7,25
0.7,0.0,40,8tp5_HL,protenix,d307,0.6769,0.8148,0.5789,38,3,7,7,27
0.7,0.0,40,8u44_ST,protenix,d413,0.5455,0.5806,0.5143,35,3,7,7,31
0.7,0.0,40,8ulr_HL,protenix,d1746,0.7714,0.9,0.675,40,4,9,9,30
0.7,0.0,40,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.0,40,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.0,40,9azr_HL,protenix,d552,0.7586,0.9167,0.6471,34,1,6,7,24
0.7,0.0,40,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,0.0,40,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.0,40,9b7g_QP,protenix,d625,0.8254,1.0,0.7027,37,1,7,7,26
0.7,0.0,40,9bdg_FI,protenix,d173,0.5797,0.6897,0.5,40,1,7,7,29
0.7,0.0,40,9kkj_HL,protenix,d2220,0.5079,0.6957,0.4,40,1,7,7,23
0.7,0.0,40,9ml9_HL,protenix,d8769,0.4688,0.625,0.375,40,2,7,7,24
0.7,0.0,40,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,0.0,40,9w43_AB,protenix,d51,0.2308,0.2727,0.2,30,3,7,7,22
0.7,0.0,40,9y0a_AB,protenix,d289,0.2174,0.2778,0.1786,28,2,7,7,18
0.7,0.0,40,9yc6_HL,protenix,d611,0.5116,0.6111,0.44,25,4,7,7,18
0.7,0.0,40,9zdu_HL,protenix,d11017,0.6364,0.8077,0.525,40,2,7,7,26
0.7,0.0,30,8k3k_D,protenix,d57,0.75,0.8077,0.7,30,2,7,7,26
0.7,0.0,30,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.0,30,8k5g_HL,protenix,d90,0.5333,0.8,0.4,30,1,7,7,15
0.7,0.0,30,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.0,30,8kep_HL,protenix,d37,0.3922,0.4762,0.3333,30,1,7,7,21
0.7,0.0,30,8q7s_C,protenix,d86,0.8,0.88,0.7333,30,1,7,7,25
0.7,0.0,30,8q7s_H,protenix,d55,0.4643,0.5,0.4333,30,1,7,7,26
0.7,0.0,30,8q7s_O,protenix,d35,0.7407,0.8333,0.6667,30,1,7,7,24
0.7,0.0,30,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,0.0,30,8sis_HL,protenix,d4169,0.7368,0.7778,0.7,30,5,7,7,27
0.7,0.0,30,8sit_HL,protenix,d4035,0.7119,0.7241,0.7,30,2,7,7,29
0.7,0.0,30,8t4a_PR,protenix,d1824,0.6522,0.9375,0.5,30,1,7,7,16
0.7,0.0,30,8t4d_OQ,protenix,d150,0.5091,0.56,0.4667,30,5,7,7,25
0.7,0.0,30,8tp5_HL,protenix,d307,0.7368,0.7778,0.7,30,3,7,7,27
0.7,0.0,30,8u44_ST,protenix,d413,0.5246,0.5161,0.5333,30,3,7,7,31
0.7,0.0,30,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,4,9,9,30
0.7,0.0,30,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.0,30,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.0,30,9azr_HL,protenix,d552,0.7778,0.875,0.7,30,1,6,7,24
0.7,0.0,30,9azt_HL,protenix,d4,0.6296,0.7083,0.5667,30,7,7,7,24
0.7,0.0,30,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.0,30,9b7g_QP,protenix,d625,0.8214,0.8846,0.7667,30,1,7,7,26
0.7,0.0,30,9bdg_FI,protenix,d173,0.6102,0.6207,0.6,30,1,7,7,29
0.7,0.0,30,9kkj_HL,protenix,d2220,0.4151,0.4783,0.3667,30,1,7,7,23
0.7,0.0,30,9ml9_HL,protenix,d8769,0.3704,0.4167,0.3333,30,2,7,7,24
0.7,0.0,30,9mqr_DE,protenix,d3538,0.6207,0.6429,0.6,30,5,7,7,28
0.7,0.0,30,9w43_AB,protenix,d51,0.2308,0.2727,0.2,30,3,7,7,22
0.7,0.0,30,9y0a_AB,protenix,d289,0.2174,0.2778,0.1786,28,2,7,7,18
0.7,0.0,30,9yc6_HL,protenix,d611,0.5417,0.7222,0.4333,30,4,7,7,18
0.7,0.0,30,9zdu_HL,protenix,d11017,0.5714,0.6154,0.5333,30,2,7,7,26
0.7,0.5,0,8k3k_D,protenix,d57,0.7246,0.9615,0.5814,43,2,7,7,26
0.7,0.5,0,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.5,0,8k5g_HL,protenix,d90,0.5789,0.7333,0.4783,23,1,7,7,15
0.7,0.5,0,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.5,0,8kep_HL,protenix,d37,0.3871,0.5714,0.2927,41,1,7,7,21
0.7,0.5,0,8q7s_C,protenix,d86,0.7547,0.8,0.7143,28,1,7,7,25
0.7,0.5,0,8q7s_H,protenix,d55,0.4918,0.5769,0.4286,35,1,7,7,26
0.7,0.5,0,8q7s_O,protenix,d35,0.7451,0.7917,0.7037,27,1,7,7,24
0.7,0.5,0,8siq_HL,protenix,d670,0.381,0.5926,0.2807,57,6,6,7,27
0.7,0.5,0,8sis_HL,protenix,d4169,0.6429,1.0,0.4737,57,5,7,7,27
0.7,0.5,0,8sit_HL,protenix,d4035,0.6667,0.6207,0.72,25,2,7,7,29
0.7,0.5,0,8t4a_PR,protenix,d1824,0.6364,0.875,0.5,28,1,7,7,16
0.7,0.5,0,8t4d_OQ,protenix,d150,0.5676,0.84,0.4286,49,5,7,7,25
0.7,0.5,0,8tp5_HL,protenix,d307,0.7636,0.7778,0.75,28,3,7,7,27
0.7,0.5,0,8u44_ST,protenix,d413,0.4643,0.4194,0.52,25,3,7,7,31
0.7,0.5,0,8ulr_HL,protenix,d1746,0.806,0.9,0.7297,37,4,9,9,30
0.7,0.5,0,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.5,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.5,0,9azr_HL,protenix,d552,0.8085,0.7917,0.8261,23,1,6,7,24
0.7,0.5,0,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,0.5,0,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.5,0,9b7g_QP,protenix,d625,0.8077,0.8077,0.8077,26,1,7,7,26
0.7,0.5,0,9bdg_FI,protenix,d173,0.5614,0.5517,0.5714,28,1,7,7,29
0.7,0.5,0,9kkj_HL,protenix,d2220,0.4348,0.4348,0.4348,23,1,7,7,23
0.7,0.5,0,9ml9_HL,protenix,d8769,0.5526,0.875,0.4038,52,2,7,7,24
0.7,0.5,0,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,0.5,0,9w43_AB,protenix,d51,0.2449,0.2727,0.2222,27,3,7,7,22
0.7,0.5,0,9y0a_AB,protenix,d289,0.2051,0.2222,0.1905,21,2,7,7,18
0.7,0.5,0,9yc6_HL,protenix,d611,0.5116,0.6111,0.44,25,4,7,7,18
0.7,0.5,0,9zdu_HL,protenix,d11017,0.6173,0.9615,0.4545,55,2,7,7,26
0.7,0.5,40,8k3k_D,protenix,d57,0.7273,0.9231,0.6,40,2,7,7,26
0.7,0.5,40,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.5,40,8k5g_HL,protenix,d90,0.5789,0.7333,0.4783,23,1,7,7,15
0.7,0.5,40,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.5,40,8kep_HL,protenix,d37,0.3934,0.5714,0.3,40,1,7,7,21
0.7,0.5,40,8q7s_C,protenix,d86,0.7547,0.8,0.7143,28,1,7,7,25
0.7,0.5,40,8q7s_H,protenix,d55,0.4918,0.5769,0.4286,35,1,7,7,26
0.7,0.5,40,8q7s_O,protenix,d35,0.7451,0.7917,0.7037,27,1,7,7,24
0.7,0.5,40,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,0.5,40,8sis_HL,protenix,d4169,0.7164,0.8889,0.6,40,5,7,7,27
0.7,0.5,40,8sit_HL,protenix,d4035,0.6667,0.6207,0.72,25,2,7,7,29
0.7,0.5,40,8t4a_PR,protenix,d1824,0.6364,0.875,0.5,28,1,7,7,16
0.7,0.5,40,8t4d_OQ,protenix,d150,0.5538,0.72,0.45,40,5,7,7,25
0.7,0.5,40,8tp5_HL,protenix,d307,0.7636,0.7778,0.75,28,3,7,7,27
0.7,0.5,40,8u44_ST,protenix,d413,0.4643,0.4194,0.52,25,3,7,7,31
0.7,0.5,40,8ulr_HL,protenix,d1746,0.806,0.9,0.7297,37,4,9,9,30
0.7,0.5,40,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.5,40,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.5,40,9azr_HL,protenix,d552,0.8085,0.7917,0.8261,23,1,6,7,24
0.7,0.5,40,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,0.5,40,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.5,40,9b7g_QP,protenix,d625,0.8077,0.8077,0.8077,26,1,7,7,26
0.7,0.5,40,9bdg_FI,protenix,d173,0.5614,0.5517,0.5714,28,1,7,7,29
0.7,0.5,40,9kkj_HL,protenix,d2220,0.4348,0.4348,0.4348,23,1,7,7,23
0.7,0.5,40,9ml9_HL,protenix,d8769,0.4688,0.625,0.375,40,2,7,7,24
0.7,0.5,40,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,0.5,40,9w43_AB,protenix,d51,0.2449,0.2727,0.2222,27,3,7,7,22
0.7,0.5,40,9y0a_AB,protenix,d289,0.2051,0.2222,0.1905,21,2,7,7,18
0.7,0.5,40,9yc6_HL,protenix,d611,0.5116,0.6111,0.44,25,4,7,7,18
0.7,0.5,40,9zdu_HL,protenix,d11017,0.6364,0.8077,0.525,40,2,7,7,26
0.7,0.5,30,8k3k_D,protenix,d57,0.75,0.8077,0.7,30,2,7,7,26
0.7,0.5,30,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.5,30,8k5g_HL,protenix,d90,0.5789,0.7333,0.4783,23,1,7,7,15
0.7,0.5,30,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.5,30,8kep_HL,protenix,d37,0.3922,0.4762,0.3333,30,1,7,7,21
0.7,0.5,30,8q7s_C,protenix,d86,0.7547,0.8,0.7143,28,1,7,7,25
0.7,0.5,30,8q7s_H,protenix,d55,0.4643,0.5,0.4333,30,1,7,7,26
0.7,0.5,30,8q7s_O,protenix,d35,0.7451,0.7917,0.7037,27,1,7,7,24
0.7,0.5,30,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,0.5,30,8sis_HL,protenix,d4169,0.7368,0.7778,0.7,30,5,7,7,27
0.7,0.5,30,8sit_HL,protenix,d4035,0.6667,0.6207,0.72,25,2,7,7,29
0.7,0.5,30,8t4a_PR,protenix,d1824,0.6364,0.875,0.5,28,1,7,7,16
0.7,0.5,30,8t4d_OQ,protenix,d150,0.5091,0.56,0.4667,30,5,7,7,25
0.7,0.5,30,8tp5_HL,protenix,d307,0.7636,0.7778,0.75,28,3,7,7,27
0.7,0.5,30,8u44_ST,protenix,d413,0.4643,0.4194,0.52,25,3,7,7,31
0.7,0.5,30,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,4,9,9,30
0.7,0.5,30,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.5,30,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.5,30,9azr_HL,protenix,d552,0.8085,0.7917,0.8261,23,1,6,7,24
0.7,0.5,30,9azt_HL,protenix,d4,0.6296,0.7083,0.5667,30,7,7,7,24
0.7,0.5,30,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.5,30,9b7g_QP,protenix,d625,0.8077,0.8077,0.8077,26,1,7,7,26
0.7,0.5,30,9bdg_FI,protenix,d173,0.5614,0.5517,0.5714,28,1,7,7,29
0.7,0.5,30,9kkj_HL,protenix,d2220,0.4348,0.4348,0.4348,23,1,7,7,23
0.7,0.5,30,9ml9_HL,protenix,d8769,0.3704,0.4167,0.3333,30,2,7,7,24
0.7,0.5,30,9mqr_DE,protenix,d3538,0.6207,0.6429,0.6,30,5,7,7,28
0.7,0.5,30,9w43_AB,protenix,d51,0.2449,0.2727,0.2222,27,3,7,7,22
0.7,0.5,30,9y0a_AB,protenix,d289,0.2051,0.2222,0.1905,21,2,7,7,18
0.7,0.5,30,9yc6_HL,protenix,d611,0.5417,0.7222,0.4333,30,4,7,7,18
0.7,0.5,30,9zdu_HL,protenix,d11017,0.5714,0.6154,0.5333,30,2,7,7,26
0.7,0.75,0,8k3k_D,protenix,d57,0.6522,0.5769,0.75,20,2,7,7,26
0.7,0.75,0,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.75,0,8k5g_HL,protenix,d90,0.5294,0.6,0.4737,19,1,7,7,15
0.7,0.75,0,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.75,0,8kep_HL,protenix,d37,0.3929,0.5238,0.3143,35,1,7,7,21
0.7,0.75,0,8q7s_C,protenix,d86,0.76,0.76,0.76,25,1,7,7,25
0.7,0.75,0,8q7s_H,protenix,d55,0.4643,0.5,0.4333,30,1,7,7,26
0.7,0.75,0,8q7s_O,protenix,d35,0.76,0.7917,0.7308,26,1,7,7,24
0.7,0.75,0,8siq_HL,protenix,d670,0.381,0.5926,0.2807,57,6,6,7,27
0.7,0.75,0,8sis_HL,protenix,d4169,0.7742,0.8889,0.6857,35,5,7,7,27
0.7,0.75,0,8sit_HL,protenix,d4035,0.6383,0.5172,0.8333,18,2,7,7,29
0.7,0.75,0,8t4a_PR,protenix,d1824,0.6486,0.75,0.5714,21,1,7,7,16
0.7,0.75,0,8t4d_OQ,protenix,d150,0.5676,0.84,0.4286,49,5,7,7,25
0.7,0.75,0,8tp5_HL,protenix,d307,0.7636,0.7778,0.75,28,3,7,7,27
0.7,0.75,0,8u44_ST,protenix,d413,0.3556,0.2581,0.5714,14,3,7,7,31
0.7,0.75,0,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,4,9,9,30
0.7,0.75,0,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.75,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.75,0,9azr_HL,protenix,d552,0.8372,0.75,0.9474,19,1,6,7,24
0.7,0.75,0,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,0.75,0,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.75,0,9b7g_QP,protenix,d625,0.75,0.6923,0.8182,22,1,7,7,26
0.7,0.75,0,9bdg_FI,protenix,d173,0.52,0.4483,0.619,21,1,7,7,29
0.7,0.75,0,9kkj_HL,protenix,d2220,0.4286,0.3913,0.4737,19,1,7,7,23
0.7,0.75,0,9ml9_HL,protenix,d8769,0.3636,0.4167,0.3226,31,2,7,7,24
0.7,0.75,0,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,0.75,0,9w43_AB,protenix,d51,0.1053,0.0909,0.125,16,3,7,7,22
