date,phase,model,target,seed,dockq_abag,global_iptm,pair_iptm_abag,success,notes
2026-07-06,Benchmark,Chai-1-noMSA,9Y0A,1,0.048,0.594,0.164,False,DockQ(Ab-Ag) C-A 0.048 / C-B 0.048; pair ipTM 0.16-0.22; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9Y0A,2,0.044,0.596,0.163,False,DockQ(Ab-Ag) C-A 0.045 / C-B 0.044; pair ipTM 0.16-0.22; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9Y0A,3,0.045,0.594,0.163,False,DockQ(Ab-Ag) C-A 0.046 / C-B 0.045; pair ipTM 0.16-0.22; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9Y0A,4,0.034,0.565,0.167,False,DockQ(Ab-Ag) C-A 0.041 / C-B 0.034; pair ipTM 0.17-0.21; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9K6J,0,0.057,0.552,0.073,False,DockQ(Ab-Ag) C-A 0.076 / C-B 0.057; pair ipTM 0.07-0.13; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9K6J,1,0.028,0.552,0.075,False,DockQ(Ab-Ag) C-A 0.028 / C-B 0.030; pair ipTM 0.08-0.13; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9K6J,2,0.043,0.554,0.07,False,DockQ(Ab-Ag) C-A 0.044 / C-B 0.043; pair ipTM 0.07-0.13; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9K6J,3,0.051,0.553,0.07,False,DockQ(Ab-Ag) C-A 0.051 / C-B 0.073; pair ipTM 0.07-0.13; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9K6J,4,0.044,0.554,0.072,False,DockQ(Ab-Ag) C-A 0.044 / C-B 0.044; pair ipTM 0.07-0.12; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9XF9,0,0.005,0.54,0.136,False,DockQ(Ab-Ag) A-H 0.008 / A-L 0.005; pair ipTM 0.14-0.17; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9XF9,1,0.005,0.544,0.134,False,DockQ(Ab-Ag) A-H 0.006 / A-L 0.005; pair ipTM 0.13-0.17; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9XF9,2,0.006,0.543,0.134,False,DockQ(Ab-Ag) A-H 0.009 / A-L 0.006; pair ipTM 0.13-0.17; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9XF9,3,0.005,0.544,0.135,False,DockQ(Ab-Ag) A-H 0.007 / A-L 0.005; pair ipTM 0.14-0.17; interfaces=3
2026-07-06,Benchmark,Chai-1-noMSA,9XF9,4,0.009,0.542,0.135,False,DockQ(Ab-Ag) A-H 0.010 / A-L 0.009; pair ipTM 0.13-0.17; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9K6J,0,0.023,0.761,0.507,False,DockQ(Ab-Ag) C-A 0.041 / C-B 0.023; pair ipTM 0.51-0.65; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9K6J,1,0.025,0.742,0.451,False,DockQ(Ab-Ag) C-A 0.026 / C-B 0.025; pair ipTM 0.45-0.62; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9K6J,2,0.028,0.729,0.427,False,DockQ(Ab-Ag) C-A 0.034 / C-B 0.028; pair ipTM 0.43-0.58; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9K6J,3,0.652,0.685,0.348,True,DockQ(Ab-Ag) C-A 0.832 / C-B 0.652; pair ipTM 0.35-0.48; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9K6J,4,0.027,0.721,0.423,False,DockQ(Ab-Ag) C-A 0.038 / C-B 0.027; pair ipTM 0.42-0.57; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9K6J,0,0.039,0.708,0.507,False,DockQ(Ab-Ag) C-A 0.039 / C-B 0.054; pair ipTM 0.51-0.62; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9K6J,1,0.022,0.691,0.479,False,DockQ(Ab-Ag) C-A 0.025 / C-B 0.022; pair ipTM 0.48-0.59; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9K6J,2,0.023,0.673,0.452,False,DockQ(Ab-Ag) C-A 0.030 / C-B 0.023; pair ipTM 0.45-0.57; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9K6J,3,0.02,0.641,0.427,False,DockQ(Ab-Ag) C-A 0.034 / C-B 0.020; pair ipTM 0.43-0.52; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9K6J,4,0.03,0.569,0.239,False,DockQ(Ab-Ag) C-A 0.030 / C-B 0.030; pair ipTM 0.24-0.32; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9XF9,0,0.074,0.854,0.708,False,DockQ(Ab-Ag) A-H 0.233 / A-L 0.074; pair ipTM 0.71-0.84; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9XF9,1,0.071,0.793,0.576,False,DockQ(Ab-Ag) A-H 0.103 / A-L 0.071; pair ipTM 0.58-0.73; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9XF9,2,0.079,0.785,0.57,False,DockQ(Ab-Ag) A-H 0.138 / A-L 0.079; pair ipTM 0.57-0.72; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9XF9,3,0.069,0.667,0.326,False,DockQ(Ab-Ag) A-H 0.101 / A-L 0.069; pair ipTM 0.33-0.50; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9XF9,4,0.051,0.652,0.333,False,DockQ(Ab-Ag) A-H 0.139 / A-L 0.051; pair ipTM 0.33-0.49; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9XF9,0,0.098,0.893,0.834,False,DockQ(Ab-Ag) A-H 0.235 / A-L 0.098; pair ipTM 0.83-0.87; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9XF9,1,0.086,0.643,0.455,False,DockQ(Ab-Ag) A-H 0.118 / A-L 0.086; pair ipTM 0.46-0.49; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9XF9,2,0.063,0.605,0.367,False,DockQ(Ab-Ag) A-H 0.213 / A-L 0.063; pair ipTM 0.37-0.45; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9XF9,3,0.051,0.464,0.212,False,DockQ(Ab-Ag) A-H 0.090 / A-L 0.051; pair ipTM 0.21-0.23; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9XF9,4,0.082,0.455,0.158,False,DockQ(Ab-Ag) A-H 0.099 / A-L 0.082; pair ipTM 0.16-0.21; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9Y0A,0,0.042,0.852,0.679,False,DockQ(Ab-Ag) C-A 0.042 / C-B 0.043; pair ipTM 0.68-0.84; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9Y0A,1,0.03,0.747,0.442,False,DockQ(Ab-Ag) C-A 0.030 / C-B 0.031; pair ipTM 0.44-0.62; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9Y0A,2,0.053,0.718,0.396,False,DockQ(Ab-Ag) C-A 0.053 / C-B 0.053; pair ipTM 0.40-0.54; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9Y0A,3,0.054,0.73,0.415,False,DockQ(Ab-Ag) C-A 0.054 / C-B 0.054; pair ipTM 0.41-0.59; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9Y0A,4,0.058,0.671,0.273,False,DockQ(Ab-Ag) C-A 0.058 / C-B 0.058; pair ipTM 0.27-0.43; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9Y0A,0,0.043,0.884,0.794,False,DockQ(Ab-Ag) C-A 0.043 / C-B 0.043; pair ipTM 0.79-0.82; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9Y0A,1,0.039,0.766,0.56,False,DockQ(Ab-Ag) C-A 0.041 / C-B 0.039; pair ipTM 0.56-0.62; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9Y0A,2,0.034,0.875,0.783,False,DockQ(Ab-Ag) C-A 0.034 / C-B 0.039; pair ipTM 0.78-0.80; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9Y0A,3,0.04,0.695,0.447,False,DockQ(Ab-Ag) C-A 0.042 / C-B 0.040; pair ipTM 0.45-0.49; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9Y0A,4,0.035,0.807,0.663,False,DockQ(Ab-Ag) C-A 0.035 / C-B 0.040; pair ipTM 0.66-0.69; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9VXL,0,0.003,0.728,0.501,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.003; pair ipTM 0.50-0.64; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9VXL,1,0.003,0.709,0.454,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.003; pair ipTM 0.45-0.61; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9VXL,2,0.003,0.624,0.355,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.003; pair ipTM 0.35-0.48; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9VXL,3,0.003,0.62,0.313,False,DockQ(Ab-Ag) A-B 0.003 / A-C 0.003; pair ipTM 0.31-0.45; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9VXL,4,0.003,0.576,0.248,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.003; pair ipTM 0.25-0.38; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9VXL,0,0.004,0.693,0.52,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.52-0.58; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9VXL,1,0.004,0.7,0.528,False,DockQ(Ab-Ag) A-B 0.005 / A-C 0.004; pair ipTM 0.53-0.58; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9VXL,2,0.004,0.604,0.392,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.39-0.43; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9VXL,3,0.004,0.466,0.148,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.005; pair ipTM 0.15-0.22; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9VXL,4,0.004,0.499,0.233,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.23-0.28; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9LY5,0,0.287,0.606,0.392,True,DockQ(Ab-Ag) C-A 0.313 / C-B 0.287; pair ipTM 0.39-0.47; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9LY5,1,0.071,0.539,0.278,False,DockQ(Ab-Ag) C-A 0.171 / C-B 0.071; pair ipTM 0.28-0.32; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9LY5,2,0.102,0.516,0.24,False,DockQ(Ab-Ag) C-A 0.240 / C-B 0.102; pair ipTM 0.24-0.25; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9LY5,3,0.098,0.527,0.26,False,DockQ(Ab-Ag) C-A 0.235 / C-B 0.098; pair ipTM 0.26-0.28; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9LY5,4,0.09,0.494,0.203,False,DockQ(Ab-Ag) C-A 0.178 / C-B 0.090; pair ipTM 0.20-0.21; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9MQR,0,0.007,0.594,0.382,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.38-0.41; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9MQR,1,0.007,0.577,0.369,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.37-0.41; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9MQR,2,0.006,0.452,0.157,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.006; pair ipTM 0.16-0.21; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9MQR,3,0.007,0.458,0.172,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.17-0.21; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9MQR,4,0.008,0.484,0.204,False,DockQ(Ab-Ag) A-D 0.008 / A-E 0.012; pair ipTM 0.20-0.25; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9MQR,0,0.007,0.844,0.775,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.77-0.84; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9MQR,1,0.007,0.755,0.644,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.64-0.72; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9MQR,2,0.006,0.791,0.692,False,DockQ(Ab-Ag) A-D 0.006 / A-E 0.008; pair ipTM 0.69-0.73; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9MQR,3,0.007,0.662,0.502,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.009; pair ipTM 0.50-0.53; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9MQR,4,0.007,0.6,0.406,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.41-0.44; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9KKJ,0,0.045,0.804,0.417,False,DockQ(Ab-Ag) A-H 0.045 / A-L 0.046; pair ipTM 0.42-0.58; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9KKJ,1,0.043,0.723,0.171,False,DockQ(Ab-Ag) A-H 0.043 / A-L 0.044; pair ipTM 0.17-0.34; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9KKJ,2,0.045,0.72,0.165,False,DockQ(Ab-Ag) A-H 0.045 / A-L 0.046; pair ipTM 0.17-0.34; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9KKJ,3,0.045,0.726,0.179,False,DockQ(Ab-Ag) A-H 0.045 / A-L 0.046; pair ipTM 0.18-0.36; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9KKJ,4,0.046,0.719,0.167,False,DockQ(Ab-Ag) A-H 0.046 / A-L 0.047; pair ipTM 0.17-0.34; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9KKJ,0,0.045,0.844,0.616,False,DockQ(Ab-Ag) A-H 0.045 / A-L 0.045; pair ipTM 0.62-0.71; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9KKJ,1,0.044,0.781,0.452,False,DockQ(Ab-Ag) A-H 0.045 / A-L 0.044; pair ipTM 0.45-0.58; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9KKJ,2,0.067,0.813,0.562,False,DockQ(Ab-Ag) A-H 0.067 / A-L 0.113; pair ipTM 0.56-0.65; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9KKJ,3,0.046,0.666,0.225,False,DockQ(Ab-Ag) A-H 0.047 / A-L 0.046; pair ipTM 0.22-0.34; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9KKJ,4,0.045,0.614,0.112,False,DockQ(Ab-Ag) A-H 0.045 / A-L 0.045; pair ipTM 0.11-0.23; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9W43,0,0.05,0.847,0.673,False,DockQ(Ab-Ag) C-A 0.086 / C-B 0.050; pair ipTM 0.67-0.72; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9W43,1,0.068,0.797,0.488,False,DockQ(Ab-Ag) C-A 0.090 / C-B 0.068; pair ipTM 0.49-0.60; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9W43,2,0.06,0.747,0.374,False,DockQ(Ab-Ag) C-A 0.091 / C-B 0.060; pair ipTM 0.37-0.47; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9W43,3,0.05,0.735,0.438,False,DockQ(Ab-Ag) C-A 0.071 / C-B 0.050; pair ipTM 0.44-0.48; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9W43,4,0.05,0.723,0.392,False,DockQ(Ab-Ag) C-A 0.064 / C-B 0.050; pair ipTM 0.39-0.44; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9YC6,0,0.008,0.757,0.604,False,DockQ(Ab-Ag) U-H 0.008 / U-L 0.011; pair ipTM 0.60-0.68; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9YC6,1,0.009,0.713,0.53,False,DockQ(Ab-Ag) U-H 0.009 / U-L 0.013; pair ipTM 0.53-0.60; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9YC6,2,0.009,0.629,0.377,False,DockQ(Ab-Ag) U-H 0.009 / U-L 0.012; pair ipTM 0.38-0.46; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9YC6,3,0.008,0.579,0.286,False,DockQ(Ab-Ag) U-H 0.008 / U-L 0.010; pair ipTM 0.29-0.37; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9YC6,4,0.008,0.547,0.242,False,DockQ(Ab-Ag) U-H 0.008 / U-L 0.010; pair ipTM 0.24-0.33; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9YC6,0,0.012,0.466,0.194,False,DockQ(Ab-Ag) U-H 0.012 / U-L 0.014; pair ipTM 0.19-0.27; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9YC6,1,0.012,0.467,0.203,False,DockQ(Ab-Ag) U-H 0.012 / U-L 0.014; pair ipTM 0.20-0.27; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9YC6,2,0.013,0.458,0.177,False,DockQ(Ab-Ag) U-H 0.013 / U-L 0.014; pair ipTM 0.18-0.25; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9YC6,3,0.012,0.445,0.175,False,DockQ(Ab-Ag) U-H 0.012 / U-L 0.013; pair ipTM 0.17-0.24; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9YC6,4,0.009,0.423,0.166,False,DockQ(Ab-Ag) U-H 0.027 / U-L 0.009; pair ipTM 0.17-0.21; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9J4C,0,0.003,0.533,0.396,False,DockQ(Ab-Ag) A-H 0.003 / A-L 0.004; pair ipTM 0.40-0.42; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9J4C,1,0.003,0.506,0.347,False,DockQ(Ab-Ag) A-H 0.003 / A-L 0.004; pair ipTM 0.35-0.38; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9J4C,2,0.003,0.491,0.347,False,DockQ(Ab-Ag) A-H 0.003 / A-L 0.004; pair ipTM 0.35-0.40; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9J4C,3,0.004,0.465,0.322,False,DockQ(Ab-Ag) A-H 0.004 / A-L 0.006; pair ipTM 0.32-0.35; interfaces=3
2026-07-10,Diverse-Fab,Boltz-2,9J4C,4,0.003,0.405,0.205,False,DockQ(Ab-Ag) A-H 0.003 / A-L 0.004; pair ipTM 0.21-0.26; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9J4C,0,0.008,0.734,0.639,False,DockQ(Ab-Ag) A-H 0.037 / A-L 0.008; pair ipTM 0.64-0.74; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9J4C,1,0.006,0.585,0.5,False,DockQ(Ab-Ag) A-H 0.006 / A-L 0.006; pair ipTM 0.50-0.57; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9J4C,2,0.005,0.495,0.408,False,DockQ(Ab-Ag) A-H 0.005 / A-L 0.008; pair ipTM 0.41-0.49; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9J4C,3,0.005,0.423,0.32,False,DockQ(Ab-Ag) A-H 0.005 / A-L 0.009; pair ipTM 0.32-0.42; interfaces=3
2026-07-10,Diverse-Fv,Boltz-2,9J4C,4,0.006,0.395,0.301,False,DockQ(Ab-Ag) A-H 0.006 / A-L 0.007; pair ipTM 0.30-0.32; interfaces=3
2026-07-11,Diverse-Fab,Chai-1,9K6J,0,0.019,0.594,0.158,False,DockQ(Ab-Ag) C-A 0.053 / C-B 0.019; pair ipTM 0.16-0.20; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9K6J,0,0.028,0.677,0.392,False,DockQ(Ab-Ag) C-A 0.044 / C-B 0.028; pair ipTM 0.39-0.39; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9K6J,1,0.02,0.591,0.164,False,DockQ(Ab-Ag) C-A 0.049 / C-B 0.020; pair ipTM 0.16-0.20; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9K6J,1,0.026,0.677,0.391,False,DockQ(Ab-Ag) C-A 0.047 / C-B 0.026; pair ipTM 0.39-0.40; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9K6J,2,0.02,0.596,0.161,False,DockQ(Ab-Ag) C-A 0.044 / C-B 0.020; pair ipTM 0.16-0.20; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9K6J,2,0.026,0.673,0.382,False,DockQ(Ab-Ag) C-A 0.042 / C-B 0.026; pair ipTM 0.38-0.39; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9K6J,3,0.024,0.612,0.189,False,DockQ(Ab-Ag) C-A 0.031 / C-B 0.024; pair ipTM 0.19-0.24; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9K6J,3,0.026,0.672,0.378,False,DockQ(Ab-Ag) C-A 0.048 / C-B 0.026; pair ipTM 0.38-0.40; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9K6J,4,0.028,0.617,0.198,False,DockQ(Ab-Ag) C-A 0.029 / C-B 0.028; pair ipTM 0.20-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9K6J,4,0.025,0.67,0.374,False,DockQ(Ab-Ag) C-A 0.047 / C-B 0.025; pair ipTM 0.37-0.40; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9K6J,0,0.023,0.57,0.22,False,DockQ(Ab-Ag) C-A 0.034 / C-B 0.023; pair ipTM 0.22-0.32; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9K6J,0,0.707,0.914,0.861,True,DockQ(Ab-Ag) C-A 0.888 / C-B 0.707; pair ipTM 0.86-0.91; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9K6J,1,0.025,0.554,0.184,False,DockQ(Ab-Ag) C-A 0.037 / C-B 0.025; pair ipTM 0.18-0.29; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9K6J,1,0.776,0.914,0.861,True,DockQ(Ab-Ag) C-A 0.897 / C-B 0.776; pair ipTM 0.86-0.91; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9K6J,2,0.024,0.551,0.189,False,DockQ(Ab-Ag) C-A 0.041 / C-B 0.024; pair ipTM 0.19-0.29; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9K6J,2,0.737,0.914,0.861,True,DockQ(Ab-Ag) C-A 0.896 / C-B 0.737; pair ipTM 0.86-0.91; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9K6J,3,0.023,0.56,0.196,False,DockQ(Ab-Ag) C-A 0.046 / C-B 0.023; pair ipTM 0.20-0.30; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9K6J,3,0.648,0.914,0.86,True,DockQ(Ab-Ag) C-A 0.901 / C-B 0.648; pair ipTM 0.86-0.91; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9K6J,4,0.018,0.528,0.162,False,DockQ(Ab-Ag) C-A 0.043 / C-B 0.018; pair ipTM 0.16-0.26; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9K6J,4,0.714,0.914,0.861,True,DockQ(Ab-Ag) C-A 0.881 / C-B 0.714; pair ipTM 0.86-0.91; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9XF9,0,0.075,0.586,0.168,False,DockQ(Ab-Ag) A-H 0.106 / A-L 0.075; pair ipTM 0.17-0.23; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9XF9,0,0.012,0.543,0.174,False,DockQ(Ab-Ag) A-H 0.012 / A-L 0.014; pair ipTM 0.17-0.19; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9XF9,1,0.037,0.59,0.179,False,DockQ(Ab-Ag) A-H 0.065 / A-L 0.037; pair ipTM 0.18-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9XF9,1,0.035,0.539,0.181,False,DockQ(Ab-Ag) A-H 0.088 / A-L 0.035; pair ipTM 0.18-0.19; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9XF9,2,0.1,0.585,0.166,False,DockQ(Ab-Ag) A-H 0.206 / A-L 0.100; pair ipTM 0.17-0.23; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9XF9,2,0.153,0.539,0.167,False,DockQ(Ab-Ag) A-H 0.162 / A-L 0.153; pair ipTM 0.17-0.19; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9XF9,3,0.217,0.585,0.171,False,DockQ(Ab-Ag) A-H 0.233 / A-L 0.217; pair ipTM 0.17-0.22; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9XF9,3,0.06,0.535,0.168,False,DockQ(Ab-Ag) A-H 0.133 / A-L 0.060; pair ipTM 0.17-0.18; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9XF9,4,0.032,0.589,0.177,False,DockQ(Ab-Ag) A-H 0.032 / A-L 0.042; pair ipTM 0.18-0.24; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9XF9,4,0.003,0.527,0.173,False,DockQ(Ab-Ag) A-H 0.003 / A-L 0.003; pair ipTM 0.17-0.18; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9XF9,0,0.229,0.479,0.131,False,DockQ(Ab-Ag) A-H 0.392 / A-L 0.229; pair ipTM 0.13-0.23; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9XF9,0,0.009,0.519,0.318,False,DockQ(Ab-Ag) A-H 0.009 / A-L 0.011; pair ipTM 0.32-0.35; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9XF9,1,0.092,0.481,0.133,False,DockQ(Ab-Ag) A-H 0.168 / A-L 0.092; pair ipTM 0.13-0.22; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9XF9,1,0.01,0.49,0.266,False,DockQ(Ab-Ag) A-H 0.010 / A-L 0.012; pair ipTM 0.27-0.30; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9XF9,2,0.064,0.485,0.141,False,DockQ(Ab-Ag) A-H 0.085 / A-L 0.064; pair ipTM 0.14-0.24; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9XF9,2,0.009,0.467,0.242,False,DockQ(Ab-Ag) A-H 0.009 / A-L 0.012; pair ipTM 0.24-0.26; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9XF9,3,0.038,0.483,0.13,False,DockQ(Ab-Ag) A-H 0.038 / A-L 0.088; pair ipTM 0.13-0.23; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9XF9,3,0.01,0.456,0.233,False,DockQ(Ab-Ag) A-H 0.013 / A-L 0.010; pair ipTM 0.23-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9XF9,4,0.057,0.486,0.142,False,DockQ(Ab-Ag) A-H 0.101 / A-L 0.057; pair ipTM 0.14-0.24; interfaces=3
