target,group,ab,model,rung,neff80,n_true,n_ag,n_pose,best_recall,mean_recall,min_recall,best_prec,best_f1,best_mcc,best_auprc,mean_auprc
8k3k_D,RBD,B,boltz,2,14.258,26,194,5,0.115,0.062,0.038,0.107,0.111,-0.032,0.154,0.139
8k3k_D,RBD,B,boltz,3,12.75,26,194,5,0.846,0.308,0.038,0.688,0.759,0.722,0.778,0.385
8k3k_D,RBD,B,boltz,4,10.267,26,194,5,0.808,0.438,0.038,0.84,0.824,0.797,0.835,0.517
8k3k_D,RBD,B,boltz,5,9.0,26,194,5,0.885,0.754,0.615,0.59,0.708,0.671,0.614,0.693
8k3k_D,RBD,B,boltz,6,6.0,26,194,5,0.846,0.485,0.038,0.629,0.721,0.681,0.74,0.538
8k3k_D,RBD,B,boltz,7,3.0,26,194,5,0.846,0.346,0.038,0.688,0.759,0.722,0.698,0.402
8k3k_D,RBD,B,boltz,8,3.0,26,194,5,0.846,0.5,0.038,0.667,0.746,0.708,0.809,0.592
8k3k_D,RBD,B,boltz,9,2.0,26,194,5,0.731,0.392,0.0,0.826,0.776,0.745,0.8,0.453
8tp5_HL,HA,A,boltz,0,140.052,27,322,5,0.889,0.785,0.667,0.75,0.814,0.798,0.811,0.744
8tp5_HL,HA,A,boltz,1,104.853,27,322,5,0.852,0.785,0.741,0.676,0.754,0.735,0.73,0.732
8tp5_HL,HA,A,boltz,2,73.226,27,322,5,0.778,0.741,0.667,0.724,0.75,0.727,0.889,0.796
8tp5_HL,HA,A,boltz,3,48.992,27,322,5,0.852,0.815,0.778,0.767,0.807,0.79,0.925,0.84
8tp5_HL,HA,A,boltz,4,29.993,27,322,5,0.926,0.763,0.704,0.641,0.758,0.746,0.697,0.637
8tp5_HL,HA,A,boltz,5,23.367,27,322,5,0.852,0.778,0.667,0.852,0.852,0.838,0.846,0.807
8tp5_HL,HA,A,boltz,6,11.283,27,322,5,0.778,0.726,0.63,0.656,0.712,0.686,0.717,0.762
8tp5_HL,HA,A,boltz,7,10.333,27,322,5,0.815,0.719,0.667,0.71,0.759,0.737,0.835,0.661
8tp5_HL,HA,A,boltz,8,6.0,27,322,5,0.778,0.726,0.667,0.84,0.808,0.792,0.928,0.686
8tp5_HL,HA,A,boltz,9,3.0,27,322,5,0.852,0.763,0.704,0.719,0.78,0.761,0.822,0.711
8tp5_HL,HA,A,boltz,10,2.0,27,322,5,0.852,0.807,0.778,0.885,0.868,0.856,0.944,0.863
8txm_HL,HA,B,boltz,0,58.804,29,499,5,0.586,0.538,0.414,0.567,0.576,0.55,0.578,0.632
8txm_HL,HA,B,boltz,1,41.087,29,499,5,0.69,0.559,0.379,0.769,0.727,0.713,0.788,0.72
8txm_HL,HA,B,boltz,2,29.332,29,499,5,0.552,0.483,0.379,0.762,0.64,0.631,0.697,0.65
8txm_HL,HA,B,boltz,3,26.881,29,499,5,0.621,0.476,0.31,0.75,0.679,0.665,0.731,0.626
8txm_HL,HA,B,boltz,4,14.953,29,499,5,0.586,0.524,0.448,0.739,0.654,0.64,0.624,0.664
8txm_HL,HA,B,boltz,5,7.253,29,499,5,0.586,0.51,0.448,0.81,0.68,0.673,0.742,0.681
8txm_HL,HA,B,boltz,6,8.333,29,499,5,0.552,0.497,0.448,0.8,0.653,0.648,0.755,0.666
8txm_HL,HA,B,boltz,7,8.0,29,499,5,0.655,0.6,0.552,0.76,0.704,0.689,0.68,0.665
8txm_HL,HA,B,boltz,8,3.0,29,499,5,0.586,0.559,0.552,0.81,0.68,0.673,0.679,0.677
8txm_HL,HA,B,boltz,9,3.0,29,499,5,0.586,0.559,0.483,0.708,0.642,0.625,0.719,0.701
8txm_HL,HA,B,boltz,10,2.0,29,499,5,0.621,0.566,0.517,0.75,0.679,0.665,0.663,0.662
8t49_PR,Env,A,boltz,0,2935.914,14,434,5,1.0,0.514,0.0,0.7,0.824,0.831,0.781,0.383
8t49_PR,Env,A,boltz,1,1433.539,14,434,5,0.071,0.014,0.0,0.038,0.05,0.009,0.06,0.044
8t49_PR,Env,A,boltz,2,674.603,14,434,5,0.929,0.486,0.0,0.342,0.5,0.543,0.492,0.35
8t49_PR,Env,A,boltz,3,319.087,14,434,5,0.857,0.471,0.0,0.353,0.5,0.529,0.463,0.351
8t49_PR,Env,A,boltz,4,153.583,14,434,5,1.0,0.4,0.0,0.368,0.538,0.589,0.538,0.275
8t49_PR,Env,A,boltz,5,81.0,14,434,5,1.0,0.2,0.0,0.5,0.667,0.695,0.833,0.192
8t49_PR,Env,A,boltz,6,31.0,14,434,5,1.0,0.2,0.0,0.519,0.683,0.709,0.77,0.182
8t49_PR,Env,A,boltz,7,14.0,14,434,5,0.0,0.0,0.0,0.0,0.0,-0.049,0.034,0.035
8t49_PR,Env,A,boltz,8,4.0,14,434,5,1.0,0.386,0.0,0.378,0.549,0.598,0.457,0.232
8t49_PR,Env,A,boltz,9,3.0,14,434,5,1.0,0.343,0.0,0.609,0.757,0.772,0.667,0.293
8t49_PR,Env,A,boltz,10,1.0,14,434,5,1.0,0.386,0.0,0.519,0.683,0.709,0.639,0.299
9ly5_AB,C,C,boltz,0,3708.0,14,181,5,0.786,0.586,0.071,0.393,0.524,0.505,0.498,0.5
9ly5_AB,C,C,boltz,1,1800.063,14,181,5,0.857,0.343,0.0,0.545,0.667,0.652,0.509,0.286
9ly5_AB,C,C,boltz,2,859.349,14,181,5,0.857,0.643,0.0,0.462,0.6,0.589,0.605,0.553
9ly5_AB,C,C,boltz,3,385.7,14,181,5,0.857,0.686,0.286,0.706,0.774,0.758,0.895,0.567
9ly5_AB,C,C,boltz,4,177.15,14,181,5,0.857,0.671,0.0,0.5,0.632,0.619,0.565,0.529
9ly5_AB,C,C,boltz,5,88.0,14,181,5,0.857,0.786,0.714,0.667,0.75,0.733,0.787,0.612
9ly5_AB,C,C,boltz,6,39.0,14,181,5,0.857,0.671,0.071,0.667,0.75,0.733,0.799,0.587
9ly5_AB,C,C,boltz,7,18.0,14,181,5,0.857,0.786,0.643,0.667,0.75,0.733,0.875,0.64
9ly5_AB,C,C,boltz,8,9.0,14,181,5,0.857,0.743,0.643,0.522,0.649,0.635,0.6,0.56
9ly5_AB,C,C,boltz,9,4.0,14,181,5,0.857,0.3,0.0,0.545,0.667,0.652,0.55,0.228
9ly5_AB,C,C,boltz,10,2.0,14,181,5,0.857,0.671,0.071,0.522,0.649,0.635,0.521,0.543
8k5h_HL,RBD,A,boltz,0,33.664,15,221,5,1.0,0.92,0.867,0.833,0.909,0.906,0.962,0.946
8k5h_HL,RBD,A,boltz,1,24.424,15,221,5,0.933,0.853,0.8,0.737,0.824,0.816,0.948,0.923
8k5h_HL,RBD,A,boltz,2,14.413,15,221,5,1.0,0.84,0.733,0.789,0.882,0.88,0.951,0.923
8k5h_HL,RBD,A,boltz,3,12.183,15,221,5,0.933,0.867,0.8,0.778,0.848,0.84,0.943,0.935
8k5h_HL,RBD,A,boltz,4,12.0,15,221,5,0.867,0.813,0.733,0.765,0.812,0.8,0.91,0.915
8k5h_HL,RBD,A,boltz,5,10.0,15,221,5,0.933,0.827,0.733,0.737,0.824,0.816,0.913,0.904
8k5h_HL,RBD,A,boltz,6,4.0,15,221,5,0.933,0.853,0.8,0.778,0.848,0.84,0.942,0.908
8k5h_HL,RBD,A,boltz,7,4.0,15,221,5,0.933,0.88,0.8,0.875,0.903,0.896,0.94,0.923
8k5h_HL,RBD,A,boltz,8,2.0,15,221,5,0.867,0.813,0.733,0.765,0.812,0.8,0.879,0.91
8k5h_HL,RBD,A,boltz,9,2.0,15,221,5,0.933,0.813,0.733,0.778,0.848,0.84,0.943,0.921
8xsj_HL,RBD,B,boltz,0,39.18,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.11,0.082,0.083
8xsj_HL,RBD,B,boltz,1,31.574,22,195,5,0.682,0.136,0.0,0.714,0.698,0.66,0.844,0.234
8xsj_HL,RBD,B,boltz,2,20.748,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.127,0.075,0.08
8xsj_HL,RBD,B,boltz,3,19.0,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.114,0.085,0.083
8xsj_HL,RBD,B,boltz,4,12.833,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.134,0.074,0.079
8xsj_HL,RBD,B,boltz,5,10.0,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.107,0.084,0.083
8xsj_HL,RBD,B,boltz,6,7.0,22,195,5,0.136,0.027,0.0,0.176,0.154,0.062,0.158,0.1
8xsj_HL,RBD,B,boltz,7,4.0,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.103,0.087,0.084
8xsj_HL,RBD,B,boltz,8,2.0,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.134,0.078,0.085
8xsj_HL,RBD,B,boltz,9,2.0,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.127,0.089,0.083
8xsj_HL,RBD,B,boltz,10,2.0,22,195,5,0.0,0.0,0.0,0.0,0.0,-0.114,0.075,0.084
9b7g_QP,HA,A,boltz,0,175.83,26,344,5,0.808,0.769,0.731,0.6,0.689,0.668,0.586,0.68
9b7g_QP,HA,A,boltz,1,127.599,26,344,5,0.731,0.554,0.0,0.543,0.623,0.595,0.622,0.519
9b7g_QP,HA,A,boltz,2,82.037,26,344,5,0.769,0.715,0.654,0.667,0.714,0.691,0.717,0.704
9b7g_QP,HA,A,boltz,3,62.323,26,344,5,0.769,0.708,0.692,0.606,0.678,0.654,0.794,0.687
9b7g_QP,HA,A,boltz,4,39.0,26,344,5,0.731,0.708,0.692,0.633,0.679,0.652,0.695,0.665
9b7g_QP,HA,A,boltz,5,26.0,26,344,5,0.692,0.631,0.538,0.581,0.632,0.601,0.687,0.688
9b7g_QP,HA,A,boltz,6,15.5,26,344,5,0.923,0.785,0.731,0.75,0.828,0.817,0.802,0.713
9b7g_QP,HA,A,boltz,7,8.0,26,344,5,0.808,0.715,0.654,0.808,0.808,0.792,0.851,0.676
9b7g_QP,HA,A,boltz,8,4.0,26,344,5,0.808,0.738,0.692,0.618,0.7,0.679,0.808,0.694
9b7g_QP,HA,A,boltz,9,2.0,26,344,5,0.769,0.685,0.615,0.769,0.769,0.75,0.784,0.684
9b7g_QP,HA,A,boltz,10,1.0,26,344,5,0.808,0.715,0.654,0.778,0.792,0.775,0.851,0.669
8txt_GI,HA,B,boltz,0,61.26,28,500,5,0.643,0.55,0.393,0.72,0.679,0.663,0.793,0.617
8txt_GI,HA,B,boltz,1,44.764,28,500,5,0.714,0.514,0.357,0.769,0.741,0.727,0.819,0.59
8txt_GI,HA,B,boltz,2,29.963,28,500,5,0.679,0.636,0.607,0.792,0.731,0.718,0.797,0.749
8txt_GI,HA,B,boltz,3,22.726,28,500,5,0.714,0.564,0.321,0.741,0.727,0.712,0.796,0.636
8txt_GI,HA,B,boltz,4,16.18,28,500,5,0.607,0.5,0.429,0.81,0.694,0.686,0.771,0.652
8txt_GI,HA,B,boltz,5,11.81,28,500,5,0.607,0.557,0.464,0.81,0.694,0.686,0.652,0.691
8txt_GI,HA,B,boltz,6,8.167,28,500,5,0.643,0.564,0.5,0.667,0.655,0.635,0.81,0.734
8txt_GI,HA,B,boltz,7,6.333,28,500,5,0.714,0.521,0.393,0.667,0.69,0.671,0.749,0.581
8txt_GI,HA,B,boltz,8,4.0,28,500,5,0.643,0.55,0.393,0.75,0.692,0.678,0.679,0.654
8txt_GI,HA,B,boltz,9,3.0,28,500,5,0.607,0.55,0.5,0.773,0.68,0.669,0.655,0.643
8txt_GI,HA,B,boltz,10,2.0,28,500,5,0.571,0.464,0.357,0.8,0.667,0.661,0.759,0.591
8t4d_OQ,Env,A,boltz,0,2935.914,25,434,5,0.0,0.0,0.0,0.0,0.0,-0.062,0.058,0.054
8t4d_OQ,Env,A,boltz,1,1433.539,25,434,5,0.04,0.008,0.0,0.05,0.044,-0.007,0.09,0.059
8t4d_OQ,Env,A,boltz,2,674.603,25,434,5,0.44,0.088,0.0,0.379,0.407,0.369,0.343,0.109
8t4d_OQ,Env,A,boltz,3,319.087,25,434,5,0.76,0.152,0.0,0.704,0.731,0.714,0.766,0.194
8t4d_OQ,Env,A,boltz,4,153.583,25,434,5,0.6,0.12,0.0,0.417,0.492,0.463,0.361,0.111
8t4d_OQ,Env,A,boltz,5,81.0,25,434,5,0.0,0.0,0.0,0.0,0.0,-0.071,0.05,0.051
8t4d_OQ,Env,A,boltz,6,31.0,25,434,5,0.0,0.0,0.0,0.0,0.0,-0.065,0.049,0.052
8t4d_OQ,Env,A,boltz,7,14.0,25,434,5,0.4,0.08,0.0,0.323,0.357,0.315,0.438,0.135
8t4d_OQ,Env,A,boltz,8,4.0,25,434,5,0.76,0.184,0.0,0.594,0.667,0.649,0.533,0.165
8t4d_OQ,Env,A,boltz,9,3.0,25,434,5,0.0,0.0,0.0,0.0,0.0,-0.07,0.046,0.052
8t4d_OQ,Env,A,boltz,10,1.0,25,434,5,0.0,0.0,0.0,0.0,0.0,-0.05,0.064,0.058
8tq1_CD,Env,B,boltz,0,205.166,16,244,5,0.125,0.05,0.0,0.111,0.118,0.052,0.094,0.094
8tq1_CD,Env,B,boltz,1,143.733,16,244,5,0.188,0.087,0.0,0.25,0.214,0.169,0.323,0.133
8tq1_CD,Env,B,boltz,2,89.064,16,244,5,0.312,0.087,0.0,0.278,0.294,0.242,0.26,0.102
8tq1_CD,Env,B,boltz,3,56.154,16,244,5,0.125,0.05,0.0,0.091,0.105,0.032,0.067,0.081
8tq1_CD,Env,B,boltz,4,37.605,16,244,5,0.562,0.325,0.0,0.214,0.31,0.274,0.201,0.215
8tq1_CD,Env,B,boltz,5,24.278,16,244,5,0.188,0.062,0.0,0.3,0.231,0.196,0.385,0.132
8tq1_CD,Env,B,boltz,6,14.03,16,244,5,0.312,0.163,0.0,0.238,0.27,0.214,0.28,0.19
8tq1_CD,Env,B,boltz,7,7.542,16,244,5,0.438,0.163,0.0,0.368,0.4,0.356,0.484,0.201
8tq1_CD,Env,B,boltz,8,6.35,16,244,5,0.125,0.05,0.0,0.1,0.111,0.042,0.063,0.058
8tq1_CD,Env,B,boltz,9,2.0,16,244,5,0.25,0.163,0.062,0.222,0.235,0.179,0.264,0.18
8tq1_CD,Env,B,boltz,10,1.0,16,244,5,0.688,0.325,0.0,0.393,0.5,0.476,0.425,0.244
9mqr_DE,C,C,boltz,0,704.691,28,245,5,0.25,0.171,0.036,0.194,0.219,0.105,0.184,0.153
9mqr_DE,C,C,boltz,1,391.169,28,245,5,0.429,0.179,0.036,0.279,0.338,0.239,0.219,0.131
9mqr_DE,C,C,boltz,2,196.333,28,245,5,0.286,0.136,0.0,0.235,0.258,0.153,0.226,0.149
9mqr_DE,C,C,boltz,3,98.0,28,245,5,0.321,0.179,0.071,0.3,0.31,0.218,0.25,0.167
9mqr_DE,C,C,boltz,4,36.0,28,245,5,0.321,0.157,0.036,0.237,0.273,0.165,0.212,0.146
9mqr_DE,C,C,boltz,5,17.0,28,245,5,0.429,0.243,0.036,0.286,0.343,0.245,0.269,0.201
9mqr_DE,C,C,boltz,6,9.0,28,245,5,0.179,0.093,0.0,0.167,0.172,0.061,0.147,0.121
9mqr_DE,C,C,boltz,7,7.0,28,245,5,0.321,0.229,0.143,0.205,0.25,0.133,0.152,0.163
9mqr_DE,C,C,boltz,8,4.0,28,245,5,0.179,0.057,0.0,0.179,0.179,0.073,0.106,0.091
9mqr_DE,C,C,boltz,9,1.0,28,245,5,0.571,0.193,0.036,0.34,0.427,0.346,0.354,0.161
9mqr_DE,C,C,boltz,10,2.0,28,245,5,0.536,0.186,0.0,0.375,0.441,0.362,0.313,0.15
8q5y_GH,RBD,A,boltz,0,28.326,20,222,5,0.4,0.26,0.05,0.381,0.39,0.328,0.413,0.274
8q5y_GH,RBD,A,boltz,1,20.843,20,222,5,0.4,0.34,0.15,0.381,0.39,0.328,0.407,0.392
8q5y_GH,RBD,A,boltz,2,16.742,20,222,5,0.45,0.3,0.15,0.346,0.391,0.326,0.286,0.254
8q5y_GH,RBD,A,boltz,3,12.467,20,222,5,0.9,0.51,0.3,0.75,0.818,0.802,0.951,0.528
8q5y_GH,RBD,A,boltz,4,10.117,20,222,5,0.4,0.28,0.1,0.381,0.39,0.328,0.452,0.362
8q5y_GH,RBD,A,boltz,5,7.333,20,222,5,0.5,0.42,0.3,0.385,0.435,0.375,0.533,0.392
8q5y_GH,RBD,A,boltz,6,3.583,20,222,5,0.5,0.31,0.15,0.417,0.455,0.397,0.514,0.356
8q5y_GH,RBD,A,boltz,7,4.0,20,222,5,0.4,0.33,0.15,0.364,0.381,0.317,0.439,0.41
8q5y_GH,RBD,A,boltz,8,3.0,20,222,5,0.5,0.26,0.15,0.385,0.435,0.375,0.496,0.271
8q5y_GH,RBD,A,boltz,9,2.0,20,222,5,0.55,0.43,0.25,0.407,0.468,0.412,0.392,0.411
8k46_I,RBD,B,boltz,0,37.236,25,220,5,0.84,0.48,0.04,0.84,0.84,0.819,0.884,0.538
8k46_I,RBD,B,boltz,1,28.355,25,220,5,0.72,0.4,0.0,0.667,0.692,0.652,0.847,0.514
8k46_I,RBD,B,boltz,2,22.35,25,220,5,0.04,0.016,0.0,0.029,0.034,-0.113,0.121,0.111
8k46_I,RBD,B,boltz,3,14.267,25,220,5,0.04,0.024,0.0,0.033,0.036,-0.101,0.131,0.111
8k46_I,RBD,B,boltz,4,13.0,25,220,5,0.68,0.4,0.0,0.654,0.667,0.623,0.732,0.492
8k46_I,RBD,B,boltz,5,9.333,25,220,5,0.72,0.304,0.04,0.783,0.75,0.72,0.722,0.378
8k46_I,RBD,B,boltz,6,5.667,25,220,5,0.64,0.36,0.04,0.727,0.681,0.645,0.787,0.439
8k46_I,RBD,B,boltz,7,3.0,25,220,5,0.52,0.4,0.04,0.542,0.531,0.472,0.553,0.458
8k46_I,RBD,B,boltz,8,2.0,25,220,5,0.84,0.72,0.56,0.618,0.712,0.679,0.758,0.733
8k46_I,RBD,B,boltz,9,2.0,25,220,5,0.76,0.168,0.0,0.613,0.679,0.637,0.768,0.239
9bdg_FI,HA,A,boltz,0,183.969,29,385,5,0.448,0.179,0.069,0.591,0.51,0.481,0.53,0.234
9bdg_FI,HA,A,boltz,1,127.756,29,385,5,0.138,0.097,0.069,0.167,0.151,0.089,0.169,0.145
9bdg_FI,HA,A,boltz,2,88.441,29,385,5,0.172,0.131,0.103,0.217,0.192,0.136,0.243,0.187
9bdg_FI,HA,A,boltz,3,54.161,29,385,5,0.138,0.11,0.103,0.174,0.154,0.094,0.173,0.166
9bdg_FI,HA,A,boltz,4,35.023,29,385,5,0.241,0.152,0.103,0.226,0.233,0.169,0.227,0.184
9bdg_FI,HA,A,boltz,5,24.917,29,385,5,0.172,0.124,0.069,0.217,0.192,0.136,0.179,0.163
9bdg_FI,HA,A,boltz,6,14.0,29,385,5,0.379,0.193,0.103,0.647,0.478,0.466,0.533,0.238
9bdg_FI,HA,A,boltz,7,10.0,29,385,5,0.31,0.186,0.103,0.474,0.375,0.344,0.441,0.235
9bdg_FI,HA,A,boltz,8,4.0,29,385,5,0.586,0.193,0.069,0.63,0.607,0.577,0.725,0.259
9bdg_FI,HA,A,boltz,9,3.0,29,385,5,0.172,0.131,0.069,0.152,0.161,0.088,0.219,0.178
9bdg_FI,HA,A,boltz,10,2.0,29,385,5,0.552,0.214,0.069,0.615,0.582,0.551,0.587,0.274
8txt_HL,HA,B,boltz,0,61.26,26,500,5,0.654,0.538,0.385,0.739,0.694,0.68,0.723,0.657
8txt_HL,HA,B,boltz,1,44.764,26,500,5,0.731,0.615,0.5,0.792,0.76,0.748,0.837,0.783
8txt_HL,HA,B,boltz,2,29.963,26,500,5,0.692,0.638,0.538,0.667,0.679,0.661,0.805,0.763
8txt_HL,HA,B,boltz,3,22.726,26,500,5,0.538,0.438,0.385,0.667,0.596,0.58,0.603,0.47
8txt_HL,HA,B,boltz,4,16.18,26,500,5,0.577,0.523,0.462,0.682,0.625,0.609,0.589,0.576
8txt_HL,HA,B,boltz,5,11.81,26,500,5,0.692,0.562,0.5,0.72,0.706,0.69,0.805,0.66
8txt_HL,HA,B,boltz,6,8.167,26,500,5,0.692,0.608,0.538,0.72,0.706,0.69,0.845,0.604
8txt_HL,HA,B,boltz,7,6.333,26,500,5,0.577,0.554,0.538,0.536,0.556,0.531,0.525,0.655
8txt_HL,HA,B,boltz,8,4.0,26,500,5,0.654,0.538,0.423,0.773,0.708,0.696,0.793,0.693
8txt_HL,HA,B,boltz,9,3.0,26,500,5,0.615,0.492,0.385,0.8,0.696,0.688,0.749,0.546
8txt_HL,HA,B,boltz,10,2.0,26,500,5,0.731,0.508,0.423,0.731,0.731,0.716,0.816,0.531
8t4a_PR,Env,A,boltz,0,2820.437,16,436,5,0.875,0.625,0.0,0.583,0.7,0.702,0.647,0.478
8t4a_PR,Env,A,boltz,1,1396.689,16,436,5,0.875,0.588,0.125,0.583,0.7,0.702,0.659,0.424
8t4a_PR,Env,A,boltz,2,640.632,16,436,5,0.938,0.588,0.312,0.556,0.698,0.709,0.475,0.391
8t4a_PR,Env,A,boltz,3,311.528,16,436,5,1.0,0.287,0.0,0.593,0.744,0.76,0.762,0.239
8t4a_PR,Env,A,boltz,4,146.6,16,436,5,0.812,0.537,0.125,0.591,0.684,0.679,0.776,0.477
8t4a_PR,Env,A,boltz,5,69.25,16,436,5,0.938,0.45,0.0,0.625,0.75,0.755,0.809,0.324
8t4a_PR,Env,A,boltz,6,27.0,16,436,5,0.938,0.625,0.0,0.517,0.667,0.682,0.658,0.523
8t4a_PR,Env,A,boltz,7,16.0,16,436,5,1.0,0.637,0.0,0.667,0.8,0.809,0.923,0.499
8t4a_PR,Env,A,boltz,8,8.0,16,436,5,0.938,0.537,0.0,0.577,0.714,0.724,0.741,0.397
8t4a_PR,Env,A,boltz,9,4.0,16,436,5,0.875,0.662,0.438,0.483,0.622,0.633,0.619,0.476
8t4a_PR,Env,A,boltz,10,2.0,16,436,5,1.0,0.5,0.0,0.552,0.711,0.731,0.74,0.393
8tl5_IJ,Env,B,boltz,0,212.877,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.04,0.014,0.014
8tl5_IJ,Env,B,boltz,1,144.238,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.043,0.014,0.014
8tl5_IJ,Env,B,boltz,2,92.801,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.039,0.014,0.014
8tl5_IJ,Env,B,boltz,3,57.722,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.037,0.014,0.014
8tl5_IJ,Env,B,boltz,4,41.962,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.043,0.014,0.014
8tl5_IJ,Env,B,boltz,5,31.326,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.039,0.015,0.014
8tl5_IJ,Env,B,boltz,6,14.632,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.042,0.015,0.014
8tl5_IJ,Env,B,boltz,7,8.262,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.039,0.014,0.014
8tl5_IJ,Env,B,boltz,8,3.883,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.039,0.014,0.014
8tl5_IJ,Env,B,boltz,9,5.0,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.038,0.014,0.014
8tl5_IJ,Env,B,boltz,10,1.0,13,566,5,0.0,0.0,0.0,0.0,0.0,-0.037,0.014,0.014
9kkj_HL,C,C,boltz,0,2270.445,23,108,5,0.87,0.861,0.826,0.8,0.833,0.787,0.827,0.842
9kkj_HL,C,C,boltz,1,1269.808,23,108,5,0.826,0.8,0.739,0.679,0.745,0.673,0.835,0.834
9kkj_HL,C,C,boltz,2,692.331,23,108,5,0.87,0.852,0.826,0.8,0.833,0.787,0.876,0.863
9kkj_HL,C,C,boltz,3,338.7,23,108,5,0.957,0.852,0.783,0.815,0.88,0.849,0.852,0.861
9kkj_HL,C,C,boltz,4,166.091,23,108,5,0.87,0.643,0.043,0.714,0.784,0.724,0.845,0.704
9kkj_HL,C,C,boltz,5,81.0,23,108,5,0.87,0.826,0.783,0.8,0.833,0.787,0.873,0.84
9kkj_HL,C,C,boltz,6,33.0,23,108,5,0.87,0.8,0.739,0.769,0.816,0.765,0.883,0.872
9kkj_HL,C,C,boltz,7,19.0,23,108,5,0.913,0.852,0.783,0.808,0.857,0.818,0.858,0.847
9kkj_HL,C,C,boltz,8,10.0,23,108,5,0.913,0.826,0.739,0.84,0.875,0.841,0.864,0.85
9kkj_HL,C,C,boltz,9,4.0,23,108,5,0.87,0.539,0.0,0.833,0.851,0.81,0.864,0.572
9kkj_HL,C,C,boltz,10,2.0,23,108,5,0.87,0.835,0.826,0.8,0.833,0.787,0.841,0.855
8kdm_GF,RBD,A,boltz,0,35.766,21,223,5,0.095,0.019,0.0,0.087,0.091,-0.008,0.104,0.086
8kdm_GF,RBD,A,boltz,1,26.237,21,223,5,0.048,0.01,0.0,0.033,0.039,-0.082,0.095,0.085
8kdm_GF,RBD,A,boltz,2,16.333,21,223,5,0.143,0.029,0.0,0.1,0.118,0.008,0.111,0.086
8kdm_GF,RBD,A,boltz,3,12.133,21,223,5,0.0,0.0,0.0,0.0,0.0,-0.098,0.093,0.09
8kdm_GF,RBD,A,boltz,4,8.0,21,223,5,0.714,0.162,0.0,0.789,0.75,0.727,0.884,0.25
8kdm_GF,RBD,A,boltz,5,8.667,21,223,5,0.095,0.019,0.0,0.056,0.07,-0.058,0.1,0.086
8kdm_GF,RBD,A,boltz,6,7.0,21,223,5,0.0,0.0,0.0,0.0,0.0,-0.109,0.084,0.084
8kdm_GF,RBD,A,boltz,7,5.0,21,223,5,0.095,0.029,0.0,0.095,0.095,0.001,0.125,0.091
8kdm_GF,RBD,A,boltz,8,1.0,21,223,5,0.0,0.0,0.0,0.0,0.0,-0.122,0.088,0.081
8kdm_GF,RBD,A,boltz,9,2.0,21,223,5,0.0,0.0,0.0,0.0,0.0,-0.115,0.081,0.083
8vye_AD,RBD,B,boltz,0,27.685,3,213,5,1.0,0.8,0.0,0.15,0.261,0.371,0.646,0.406
8vye_AD,RBD,B,boltz,1,22.188,3,213,5,1.0,1.0,1.0,0.136,0.24,0.352,0.424,0.482
8vye_AD,RBD,B,boltz,2,14.233,3,213,5,1.0,1.0,1.0,0.15,0.261,0.371,0.528,0.569
8vye_AD,RBD,B,boltz,3,11.417,3,213,5,1.0,1.0,1.0,0.143,0.25,0.361,0.361,0.417
8vye_AD,RBD,B,boltz,4,12.0,3,213,5,1.0,0.8,0.0,0.15,0.261,0.371,0.433,0.368
8vye_AD,RBD,B,boltz,5,7.0,3,213,5,1.0,1.0,1.0,0.15,0.261,0.371,0.567,0.413
8vye_AD,RBD,B,boltz,6,5.667,3,213,5,1.0,1.0,1.0,0.15,0.261,0.371,0.583,0.564
8vye_AD,RBD,B,boltz,7,2.0,3,213,5,1.0,1.0,1.0,0.143,0.25,0.361,0.583,0.486
8vye_AD,RBD,B,boltz,8,3.0,3,213,5,1.0,1.0,1.0,0.143,0.25,0.361,0.544,0.542
8vye_AD,RBD,B,boltz,9,1.0,3,213,5,1.0,1.0,1.0,0.143,0.25,0.361,0.41,0.5
8ume_HL,HA,A,boltz,0,175.081,22,466,5,0.045,0.009,0.0,0.05,0.048,0.003,0.103,0.06
8ume_HL,HA,A,boltz,1,121.354,22,466,5,0.364,0.1,0.0,0.348,0.356,0.323,0.307,0.118
8ume_HL,HA,A,boltz,2,81.02,22,466,5,0.455,0.091,0.0,0.345,0.392,0.361,0.287,0.091
8ume_HL,HA,A,boltz,3,47.163,22,466,5,0.273,0.055,0.0,0.316,0.293,0.261,0.228,0.086
