target,family,ab,label,rung,neff80,n_pose,n_pop,native_overrep,mean_overrep,oracle_overrep,mean_recall,oracle_recall,mean_true_rank,oracle_true_rank,mean_pop_rank,oracle_pop_rank,mean_dcc_true,oracle_dcc_true,mean_dcc_pop,oracle_dcc_pop
8tx3_FK,HA,B,stem,10,2.0,5,251,0.0,0.989,0.947,0.0,0.0,0.18,0.272,0.681,0.593,72.817,56.663,17.664,24.025
8ulr_HL,Env,A,CD4bs,0,3050.887,5,76,0.867,0.535,0.818,0.338,0.879,0.623,0.962,0.644,0.658,24.171,0.881,20.767,19.107
8ulr_HL,Env,A,CD4bs,1,1511.812,5,76,0.867,0.662,0.957,0.511,0.913,0.726,0.958,0.646,0.675,16.559,1.348,20.131,17.594
8ulr_HL,Env,A,CD4bs,2,701.811,5,76,0.867,0.575,0.781,0.502,0.844,0.705,0.963,0.624,0.657,16.836,1.99,20.873,20.601
8ulr_HL,Env,A,CD4bs,3,342.686,5,76,0.867,0.709,0.839,0.679,0.903,0.864,0.963,0.657,0.653,8.151,0.661,19.495,19.28
8ulr_HL,Env,A,CD4bs,4,159.769,5,76,0.867,0.68,0.765,0.628,0.824,0.856,0.96,0.653,0.657,9.123,1.587,19.947,19.902
8ulr_HL,Env,A,CD4bs,5,79.083,5,76,0.867,0.688,0.812,0.669,0.875,0.867,0.962,0.663,0.667,8.087,0.831,19.448,19.327
8ulr_HL,Env,A,CD4bs,6,32.0,5,76,0.867,0.608,0.765,0.479,0.824,0.752,0.96,0.636,0.656,15.16,0.74,19.947,19.18
8ulr_HL,Env,A,CD4bs,7,19.0,5,76,0.867,0.603,0.844,0.486,0.875,0.77,0.964,0.66,0.661,15.982,0.729,19.424,18.371
8ulr_HL,Env,A,CD4bs,8,11.0,5,76,0.867,0.564,0.771,0.313,0.829,0.636,0.961,0.63,0.657,22.926,1.32,20.151,19.814
8ulr_HL,Env,A,CD4bs,9,4.0,5,76,0.867,0.649,0.839,0.48,0.839,0.738,0.962,0.651,0.664,16.76,0.665,20.119,18.603
8ulr_HL,Env,A,CD4bs,10,1.0,5,76,0.867,0.649,0.794,0.62,0.824,0.858,0.962,0.651,0.652,8.605,1.078,18.796,18.927
9evz_HL,Env,B,gp120gp41,0,184.805,5,76,0.0,0.793,0.806,0.0,0.0,0.119,0.084,0.752,0.779,46.621,57.805,12.813,7.611
9evz_HL,Env,B,gp120gp41,1,132.33,5,76,0.0,0.715,0.676,0.0,0.0,0.101,0.075,0.762,0.759,50.524,57.998,12.971,14.668
9evz_HL,Env,B,gp120gp41,2,83.296,5,76,0.0,0.586,0.697,0.0,0.0,0.145,0.117,0.71,0.799,49.077,50.595,12.542,7.676
9evz_HL,Env,B,gp120gp41,3,50.224,5,76,0.0,0.749,0.667,0.0,0.0,0.107,0.12,0.757,0.747,48.421,45.394,12.635,15.305
9evz_HL,Env,B,gp120gp41,4,34.159,5,76,0.0,0.828,0.8,0.0,0.0,0.088,0.074,0.763,0.744,53.049,55.061,12.578,16.123
9evz_HL,Env,B,gp120gp41,5,21.279,5,76,0.0,0.709,0.732,0.0,0.0,0.128,0.142,0.763,0.769,46.914,45.581,10.997,9.581
9evz_HL,Env,B,gp120gp41,6,15.977,5,76,0.0,0.743,0.714,0.0,0.0,0.107,0.111,0.752,0.736,48.91,41.438,12.622,15.531
9evz_HL,Env,B,gp120gp41,7,6.63,5,76,0.0,0.547,0.043,0.017,0.085,0.151,0.359,0.716,0.47,51.444,40.424,14.456,22.467
9evz_HL,Env,B,gp120gp41,8,5.017,5,76,0.0,0.644,0.794,0.0,0.0,0.179,0.14,0.728,0.775,41.655,43.986,11.925,7.739
9evz_HL,Env,B,gp120gp41,9,5.0,5,76,0.0,0.795,0.735,0.0,0.0,0.113,0.124,0.768,0.75,49.916,45.912,11.454,16.559
9evz_HL,Env,B,gp120gp41,10,1.0,5,76,0.0,0.721,0.697,0.0,0.0,0.094,0.072,0.769,0.772,52.225,56.952,10.958,10.259
9vxl_BC,C,C,CD38,0,607.011,5,0,,,,0.014,0.071,0.339,0.539,,,27.882,16.834,,
9vxl_BC,C,C,CD38,1,387.973,5,0,,,,0.0,0.0,0.279,0.538,,,31.184,16.584,,
9vxl_BC,C,C,CD38,2,228.407,5,0,,,,0.0,0.0,0.192,0.143,,,32.618,30.207,,
9vxl_BC,C,C,CD38,3,134.012,5,0,,,,0.038,0.192,0.302,0.795,,,29.711,15.447,,
9vxl_BC,C,C,CD38,4,70.438,5,0,,,,0.027,0.136,0.337,0.806,,,29.946,13.621,,
9vxl_BC,C,C,CD38,5,42.0,5,0,,,,0.0,0.0,0.305,0.457,,,28.544,27.856,,
9vxl_BC,C,C,CD38,6,21.0,5,0,,,,0.0,0.0,0.233,0.32,,,34.162,29.601,,
9vxl_BC,C,C,CD38,7,13.0,5,0,,,,0.0,0.0,0.236,0.327,,,31.229,26.916,,
9vxl_BC,C,C,CD38,8,6.0,5,0,,,,0.0,0.0,0.253,0.434,,,31.351,23.18,,
9vxl_BC,C,C,CD38,9,4.0,5,0,,,,0.036,0.143,0.355,0.772,,,26.38,14.162,,
9vxl_BC,C,C,CD38,10,2.0,5,0,,,,0.007,0.037,0.222,0.38,,,33.034,25.89,,
8k5g_HL,RBD,A,class1/2(RBM),0,30.926,5,73,0.933,0.988,1.0,0.76,0.8,0.956,0.955,0.766,0.767,1.816,2.205,14.025,14.341
8k5g_HL,RBD,A,class1/2(RBM),1,22.373,5,73,0.933,0.988,1.0,0.748,0.8,0.956,0.956,0.765,0.765,2.431,2.164,14.543,14.389
8k5g_HL,RBD,A,class1/2(RBM),2,16.222,5,73,0.933,0.988,0.938,0.763,0.812,0.956,0.958,0.765,0.76,2.171,1.202,14.456,13.84
8k5g_HL,RBD,A,class1/2(RBM),3,14.842,5,73,0.933,0.978,1.0,0.745,0.812,0.957,0.957,0.764,0.768,2.223,1.806,14.529,14.153
8k5g_HL,RBD,A,class1/2(RBM),4,10.667,5,73,0.933,0.977,0.938,0.745,0.812,0.957,0.96,0.763,0.762,1.973,1.174,14.333,13.904
8k5g_HL,RBD,A,class1/2(RBM),5,8.417,5,73,0.933,0.968,0.941,0.755,0.824,0.957,0.961,0.766,0.763,1.689,0.767,14.008,13.309
8k5g_HL,RBD,A,class1/2(RBM),6,6.5,5,73,0.933,0.978,0.941,0.743,0.824,0.954,0.959,0.764,0.758,2.339,1.062,14.526,13.606
8k5g_HL,RBD,A,class1/2(RBM),7,4.0,5,73,0.933,0.99,1.0,0.742,0.812,0.956,0.959,0.766,0.766,2.319,1.81,14.445,14.257
8k5g_HL,RBD,A,class1/2(RBM),8,3.0,5,73,0.933,1.0,1.0,0.76,0.857,0.955,0.957,0.766,0.765,2.472,1.704,14.738,14.367
8k5g_HL,RBD,A,class1/2(RBM),9,1.0,5,73,0.933,0.988,1.0,0.799,0.867,0.957,0.958,0.767,0.765,1.99,1.489,14.367,14.149
8k3k_D,RBD,B,class4,0,28.989,5,73,0.346,0.293,0.167,0.514,0.667,0.816,0.888,0.432,0.342,9.576,5.444,18.311,22.252
8k3k_D,RBD,B,class4,1,20.875,5,73,0.346,0.288,0.182,0.57,0.818,0.814,0.912,0.426,0.351,9.242,4.298,19.144,22.68
8k3k_D,RBD,B,class4,2,14.258,5,73,0.346,0.942,0.929,0.06,0.107,0.512,0.554,0.765,0.762,24.202,22.309,5.031,4.063
8k3k_D,RBD,B,class4,3,12.75,5,73,0.346,0.645,0.375,0.298,0.688,0.674,0.908,0.597,0.383,15.53,2.008,11.398,19.516
8k3k_D,RBD,B,class4,4,10.267,5,73,0.346,0.467,0.36,0.455,0.84,0.732,0.914,0.519,0.4,12.408,1.161,14.736,19.508
8k3k_D,RBD,B,class4,5,9.0,5,73,0.346,0.289,0.333,0.7,0.792,0.891,0.904,0.382,0.412,3.269,0.732,20.226,19.924
8k3k_D,RBD,B,class4,6,6.0,5,73,0.346,0.485,0.182,0.463,0.864,0.735,0.901,0.518,0.346,11.538,3.721,14.645,22.656
8k3k_D,RBD,B,class4,7,3.0,5,73,0.346,0.672,0.182,0.343,0.864,0.679,0.91,0.617,0.363,15.043,4.513,10.789,21.96
8k3k_D,RBD,B,class4,8,3.0,5,73,0.346,0.298,0.2,0.508,0.7,0.802,0.889,0.437,0.369,9.056,4.529,17.786,20.628
8k3k_D,RBD,B,class4,9,2.0,5,73,0.346,0.188,0.435,0.407,0.826,0.586,0.895,0.384,0.437,11.543,3.873,21.571,18.702
8tp5_HL,HA,A,head,0,140.052,5,246,1.0,1.0,1.0,0.692,0.75,0.935,0.945,0.603,0.604,3.443,2.229,16.46,18.735
8tp5_HL,HA,A,head,1,104.853,5,246,1.0,1.0,1.0,0.689,0.733,0.934,0.947,0.604,0.603,4.056,1.292,16.628,18.164
8tp5_HL,HA,A,head,2,73.226,5,246,1.0,1.0,1.0,0.748,0.808,0.939,0.952,0.604,0.604,4.214,2.688,15.554,16.975
8tp5_HL,HA,A,head,3,48.992,5,246,1.0,1.0,1.0,0.727,0.786,0.945,0.94,0.604,0.604,2.433,2.778,17.091,18.773
8tp5_HL,HA,A,head,4,29.993,5,246,1.0,1.0,1.0,0.64,0.667,0.923,0.935,0.603,0.603,5.745,5.089,15.267,14.089
8tp5_HL,HA,A,head,5,23.367,5,246,1.0,1.0,1.0,0.753,0.852,0.942,0.946,0.603,0.601,3.709,1.397,16.642,18.779
8tp5_HL,HA,A,head,6,11.283,5,246,1.0,1.0,1.0,0.709,0.75,0.939,0.937,0.603,0.604,2.974,4.363,17.2,15.289
8tp5_HL,HA,A,head,7,10.333,5,246,1.0,1.0,1.0,0.639,0.71,0.925,0.946,0.603,0.603,4.818,1.205,15.392,18.106
8tp5_HL,HA,A,head,8,6.0,5,246,1.0,1.0,1.0,0.674,0.84,0.925,0.953,0.603,0.603,4.988,1.665,15.182,17.13
8tp5_HL,HA,A,head,9,3.0,5,246,1.0,1.0,1.0,0.685,0.84,0.93,0.943,0.603,0.604,4.139,1.714,16.308,18.17
8tp5_HL,HA,A,head,10,2.0,5,246,1.0,1.0,1.0,0.788,0.885,0.945,0.953,0.604,0.604,2.814,1.781,16.413,16.685
8txm_HL,HA,B,stem,0,58.804,5,246,0.138,0.205,0.053,0.688,0.789,0.938,0.944,0.323,0.299,5.988,6.345,53.03,56.468
8txm_HL,HA,B,stem,1,41.087,5,246,0.138,0.15,0.136,0.752,0.818,0.944,0.952,0.318,0.319,5.468,4.697,55.436,55.509
8txm_HL,HA,B,stem,2,29.332,5,246,0.138,0.109,0.158,0.698,0.789,0.936,0.942,0.321,0.328,7.162,5.346,56.788,54.74
8txm_HL,HA,B,stem,3,26.881,5,246,0.138,0.19,0.167,0.63,0.75,0.931,0.949,0.328,0.32,6.667,4.708,53.865,54.348
8txm_HL,HA,B,stem,4,14.953,5,246,0.138,0.179,0.15,0.692,0.75,0.94,0.946,0.323,0.327,6.298,5.879,54.83,55.489
8txm_HL,HA,B,stem,5,7.253,5,246,0.138,0.115,0.143,0.72,0.81,0.942,0.949,0.309,0.304,6.457,5.387,56.341,55.962
8txm_HL,HA,B,stem,6,8.333,5,246,0.138,0.101,0.1,0.728,0.8,0.94,0.947,0.308,0.301,7.167,6.06,57.048,55.992
8txm_HL,HA,B,stem,7,8.0,5,246,0.138,0.205,0.136,0.724,0.818,0.94,0.95,0.33,0.306,5.834,4.749,53.139,54.489
8txm_HL,HA,B,stem,8,3.0,5,246,0.138,0.174,0.19,0.753,0.81,0.941,0.942,0.327,0.321,5.011,4.412,53.306,54.082
8txm_HL,HA,B,stem,9,3.0,5,246,0.138,0.164,0.25,0.754,0.85,0.944,0.948,0.321,0.321,4.796,2.57,53.535,49.485
8txm_HL,HA,B,stem,10,2.0,5,246,0.138,0.257,0.143,0.684,0.81,0.936,0.95,0.335,0.326,5.829,4.91,51.955,54.58
8t49_PR,Env,A,N332,0,2935.914,5,72,0.286,0.205,0.25,0.326,0.7,0.86,0.979,0.614,0.609,13.973,4.408,18.849,19.55
8t49_PR,Env,A,N332,1,1433.539,5,72,0.286,0.095,0.308,0.008,0.038,0.612,0.732,0.52,0.583,25.686,20.14,20.689,20.978
8t49_PR,Env,A,N332,2,674.603,5,72,0.286,0.153,0.261,0.24,0.435,0.79,0.962,0.581,0.601,18.196,11.375,19.143,19.927
8t49_PR,Env,A,N332,3,319.087,5,72,0.286,0.127,0.208,0.246,0.458,0.764,0.971,0.582,0.618,18.568,10.487,19.582,18.36
8t49_PR,Env,A,N332,4,153.583,5,72,0.286,0.105,0.243,0.149,0.378,0.72,0.971,0.551,0.648,21.659,10.235,20.045,15.949
8t49_PR,Env,A,N332,5,81.0,5,72,0.286,0.074,0.214,0.1,0.5,0.589,0.978,0.524,0.593,25.756,7.469,21.569,18.805
8t49_PR,Env,A,N332,6,31.0,5,72,0.286,0.064,0.185,0.104,0.519,0.627,0.979,0.538,0.615,24.474,5.798,20.809,18.456
8t49_PR,Env,A,N332,7,14.0,5,72,0.286,0.049,0.034,0.0,0.0,0.547,0.532,0.527,0.518,29.272,27.026,21.913,20.123
8t49_PR,Env,A,N332,8,4.0,5,72,0.286,0.097,0.172,0.165,0.448,0.685,0.971,0.559,0.606,20.737,4.071,19.811,17.815
8t49_PR,Env,A,N332,9,3.0,5,72,0.286,0.208,0.217,0.24,0.609,0.696,0.977,0.562,0.61,18.102,5.027,19.93,19.147
8t49_PR,Env,A,N332,10,1.0,5,72,0.286,0.122,0.217,0.217,0.565,0.719,0.977,0.559,0.597,20.67,7.483,20.572,19.086
9ly5_AB,C,C,B7-H3,0,3708.0,5,0,,,,0.361,0.556,0.82,0.931,,,11.659,8.513,,
9ly5_AB,C,C,B7-H3,1,1800.063,5,0,,,,0.229,0.545,0.661,0.917,,,18.772,7.58,,
9ly5_AB,C,C,B7-H3,2,859.349,5,0,,,,0.426,0.588,0.836,0.927,,,11.029,8.676,,
9ly5_AB,C,C,B7-H3,3,385.7,5,0,,,,0.451,0.706,0.877,0.948,,,12.892,5.45,,
9ly5_AB,C,C,B7-H3,4,177.15,5,0,,,,0.439,0.688,0.838,0.939,,,11.234,5.639,,
9ly5_AB,C,C,B7-H3,5,88.0,5,0,,,,0.493,0.667,0.911,0.943,,,9.943,5.676,,
9ly5_AB,C,C,B7-H3,6,39.0,5,0,,,,0.471,0.667,0.854,0.941,,,11.052,6.389,,
9ly5_AB,C,C,B7-H3,7,18.0,5,0,,,,0.513,0.667,0.917,0.948,,,9.078,5.166,,
9ly5_AB,C,C,B7-H3,8,9.0,5,0,,,,0.459,0.611,0.905,0.936,,,10.265,6.664,,
9ly5_AB,C,C,B7-H3,9,4.0,5,0,,,,0.18,0.545,0.66,0.926,,,20.453,7.468,,
9ly5_AB,C,C,B7-H3,10,2.0,5,0,,,,0.427,0.55,0.837,0.928,,,11.637,9.181,,
8k5h_HL,RBD,A,class1/2(RBM),0,33.664,5,71,0.933,0.978,0.944,0.785,0.833,0.964,0.966,0.792,0.794,1.383,0.955,13.79,13.688
8k5h_HL,RBD,A,class1/2(RBM),1,24.424,5,71,0.933,0.989,1.0,0.764,0.812,0.962,0.965,0.792,0.791,1.906,1.761,13.75,13.73
8k5h_HL,RBD,A,class1/2(RBM),2,14.413,5,71,0.933,0.989,1.0,0.79,0.867,0.962,0.962,0.79,0.791,1.595,1.551,13.738,14.414
8k5h_HL,RBD,A,class1/2(RBM),3,12.183,5,71,0.933,1.0,1.0,0.775,0.812,0.963,0.964,0.791,0.79,1.848,1.228,14.321,13.748
8k5h_HL,RBD,A,class1/2(RBM),4,12.0,5,71,0.933,0.988,1.0,0.782,0.812,0.961,0.962,0.793,0.793,1.978,1.682,13.996,14.569
8k5h_HL,RBD,A,class1/2(RBM),5,10.0,5,71,0.933,1.0,1.0,0.759,0.8,0.96,0.963,0.792,0.791,2.109,1.459,14.3,14.179
8k5h_HL,RBD,A,class1/2(RBM),6,4.0,5,71,0.933,0.989,1.0,0.773,0.867,0.961,0.963,0.793,0.792,1.86,0.738,13.956,13.77
8k5h_HL,RBD,A,class1/2(RBM),7,4.0,5,71,0.933,0.988,1.0,0.787,0.875,0.962,0.964,0.793,0.793,1.757,1.131,14.126,14.18
8k5h_HL,RBD,A,class1/2(RBM),8,2.0,5,71,0.933,1.0,1.0,0.793,0.812,0.961,0.962,0.792,0.794,2.356,1.804,14.283,14.405
8k5h_HL,RBD,A,class1/2(RBM),9,2.0,5,71,0.933,1.0,1.0,0.793,0.867,0.962,0.964,0.792,0.792,1.596,0.752,13.982,13.898
8xsj_HL,RBD,B,class3,0,39.18,5,73,0.273,0.18,0.0,0.0,0.0,0.345,0.338,0.363,0.269,20.799,19.455,23.717,27.466
8xsj_HL,RBD,B,class3,1,31.574,5,73,0.273,0.421,0.429,0.143,0.714,0.453,0.916,0.477,0.408,21.247,5.361,20.607,20.929
8xsj_HL,RBD,B,class3,2,20.748,5,73,0.273,0.089,0.136,0.0,0.0,0.321,0.281,0.316,0.346,19.758,19.567,26.354,23.553
8xsj_HL,RBD,B,class3,3,19.0,5,73,0.273,0.188,0.0,0.0,0.0,0.347,0.362,0.358,0.258,20.934,19.521,24.244,29.073
8xsj_HL,RBD,B,class3,4,12.833,5,73,0.273,0.178,0.417,0.0,0.0,0.31,0.255,0.328,0.427,20.966,24.736,25.278,20.242
8xsj_HL,RBD,B,class3,5,10.0,5,73,0.273,0.042,0.0,0.0,0.0,0.345,0.362,0.287,0.279,19.638,19.356,28.166,29.233
8xsj_HL,RBD,B,class3,6,7.0,5,73,0.273,0.047,0.235,0.035,0.176,0.412,0.574,0.299,0.479,18.476,16.658,26.674,16.959
8xsj_HL,RBD,B,class3,7,4.0,5,73,0.273,0.0,0.0,0.0,0.0,0.36,0.378,0.273,0.251,19.39,19.473,29.102,28.986
8xsj_HL,RBD,B,class3,8,2.0,5,73,0.273,0.385,1.0,0.0,0.0,0.363,0.317,0.459,0.775,22.798,29.254,20.046,5.66
8xsj_HL,RBD,B,class3,9,2.0,5,73,0.273,0.089,0.0,0.0,0.0,0.346,0.398,0.295,0.241,19.87,18.176,27.172,30.13
8xsj_HL,RBD,B,class3,10,2.0,5,73,0.273,0.23,0.222,0.0,0.0,0.353,0.28,0.375,0.35,21.033,20.974,23.865,23.314
9b7g_QP,HA,A,head,0,175.83,5,251,1.0,1.0,1.0,0.635,0.69,0.93,0.946,0.623,0.619,3.932,3.332,18.076,18.617
9b7g_QP,HA,A,head,1,127.599,5,251,1.0,1.0,1.0,0.447,0.581,0.828,0.919,0.626,0.625,9.839,4.596,16.048,17.713
9b7g_QP,HA,A,head,2,82.037,5,251,1.0,1.0,1.0,0.608,0.667,0.923,0.927,0.626,0.625,4.646,3.784,17.666,18.081
9b7g_QP,HA,A,head,3,62.323,5,251,1.0,1.0,1.0,0.567,0.606,0.92,0.931,0.627,0.626,5.124,3.892,17.319,18.038
9b7g_QP,HA,A,head,4,39.0,5,251,1.0,1.0,1.0,0.592,0.633,0.92,0.932,0.627,0.625,4.997,4.311,17.318,17.548
9b7g_QP,HA,A,head,5,26.0,5,251,1.0,1.0,1.0,0.638,0.737,0.928,0.945,0.621,0.607,5.01,4.048,18.361,20.576
9b7g_QP,HA,A,head,6,15.5,5,251,1.0,1.0,1.0,0.634,0.75,0.929,0.952,0.623,0.615,3.92,0.663,17.995,19.893
9b7g_QP,HA,A,head,7,8.0,5,251,1.0,1.0,1.0,0.617,0.808,0.924,0.952,0.625,0.618,5.371,2.239,17.183,19.608
9b7g_QP,HA,A,head,8,4.0,5,251,1.0,1.0,1.0,0.622,0.714,0.931,0.945,0.624,0.626,4.785,4.043,18.176,19.275
9b7g_QP,HA,A,head,9,2.0,5,251,1.0,1.0,1.0,0.64,0.769,0.925,0.945,0.622,0.613,4.932,1.432,17.944,19.933
9b7g_QP,HA,A,head,10,1.0,5,251,1.0,1.0,1.0,0.641,0.778,0.926,0.954,0.624,0.617,4.857,1.891,17.726,19.442
8txt_GI,HA,B,stem,0,61.26,5,246,0.143,0.144,0.048,0.637,0.762,0.938,0.95,0.323,0.302,7.058,4.96,55.412,56.174
8txt_GI,HA,B,stem,1,44.764,5,246,0.143,0.077,0.115,0.605,0.769,0.93,0.957,0.312,0.318,8.641,2.595,58.91,53.569
8txt_GI,HA,B,stem,2,29.963,5,246,0.143,0.174,0.2,0.777,0.85,0.951,0.957,0.324,0.324,3.763,1.401,54.009,51.98
8txt_GI,HA,B,stem,3,22.726,5,246,0.143,0.193,0.222,0.623,0.741,0.935,0.956,0.336,0.332,6.518,1.99,53.475,52.181
8txt_GI,HA,B,stem,4,16.18,5,246,0.143,0.048,0.095,0.693,0.81,0.945,0.954,0.31,0.313,7.021,3.931,57.359,55.319
8txt_GI,HA,B,stem,5,11.81,5,246,0.143,0.076,0.143,0.75,0.81,0.946,0.948,0.31,0.326,5.882,3.141,56.811,53.502
8txt_GI,HA,B,stem,6,8.167,5,246,0.143,0.117,0.05,0.731,0.8,0.948,0.954,0.32,0.309,4.83,4.497,55.803,55.836
8txt_GI,HA,B,stem,7,6.333,5,246,0.143,0.069,0.048,0.613,0.714,0.935,0.948,0.311,0.304,8.718,7.267,59.001,58.039
8txt_GI,HA,B,stem,8,4.0,5,246,0.143,0.117,0.25,0.68,0.75,0.944,0.945,0.315,0.329,5.998,2.953,56.152,52.307
8txt_GI,HA,B,stem,9,3.0,5,246,0.143,0.096,0.136,0.693,0.773,0.943,0.945,0.317,0.314,6.065,4.441,56.55,55.475
8txt_GI,HA,B,stem,10,2.0,5,246,0.143,0.038,0.05,0.644,0.8,0.933,0.952,0.304,0.305,8.355,4.429,59.041,55.792
8t4d_OQ,Env,A,N332,0,2935.914,5,72,0.16,0.064,0.115,0.0,0.0,0.479,0.529,0.524,0.547,27.738,28.639,20.773,23.096
8t4d_OQ,Env,A,N332,1,1433.539,5,72,0.16,0.12,0.6,0.01,0.05,0.499,0.692,0.555,0.703,27.226,24.938,21.159,23.119
8t4d_OQ,Env,A,N332,2,674.603,5,72,0.16,0.091,0.345,0.076,0.379,0.534,0.873,0.557,0.692,25.057,11.383,20.558,19.121
8t4d_OQ,Env,A,N332,3,319.087,5,72,0.16,0.075,0.185,0.141,0.704,0.547,0.956,0.549,0.624,22.719,2.773,19.766,16.515
8t4d_OQ,Env,A,N332,4,153.583,5,72,0.16,0.08,0.278,0.083,0.417,0.518,0.904,0.55,0.664,24.898,9.693,19.863,14.758
8t4d_OQ,Env,A,N332,5,81.0,5,72,0.16,0.071,0.03,0.0,0.0,0.448,0.447,0.542,0.537,28.404,27.689,21.4,20.45
8t4d_OQ,Env,A,N332,6,31.0,5,72,0.16,0.057,0.0,0.0,0.0,0.466,0.44,0.537,0.522,28.008,28.625,20.918,21.059
8t4d_OQ,Env,A,N332,7,14.0,5,72,0.16,0.183,0.355,0.065,0.323,0.589,0.911,0.589,0.681,23.289,9.842,19.177,12.903
8t4d_OQ,Env,A,N332,8,4.0,5,72,0.16,0.229,0.281,0.137,0.594,0.638,0.946,0.569,0.668,21.689,6.327,18.799,15.921
8t4d_OQ,Env,A,N332,9,3.0,5,72,0.16,0.03,0.062,0.0,0.0,0.455,0.394,0.529,0.519,28.287,28.263,20.876,20.24
8t4d_OQ,Env,A,N332,10,1.0,5,72,0.16,0.193,0.235,0.0,0.0,0.494,0.57,0.573,0.607,29.064,30.734,22.803,25.707
8tq1_CD,Env,B,MPER,0,205.166,5,0,0.0,0.0,0.0,0.044,0.111,0.58,0.605,,,20.762,23.544,,
8tq1_CD,Env,B,MPER,1,143.733,5,0,0.0,0.0,0.0,0.091,0.25,0.542,0.876,,,26.941,10.65,,
8tq1_CD,Env,B,MPER,2,89.064,5,0,0.0,0.0,0.0,0.081,0.278,0.481,0.809,,,29.307,10.92,,
8tq1_CD,Env,B,MPER,3,56.154,5,0,0.0,0.0,0.0,0.04,0.111,0.497,0.726,,,30.295,14.48,,
8tq1_CD,Env,B,MPER,4,37.605,5,0,0.0,0.0,0.0,0.222,0.421,0.682,0.904,,,14.968,5.71,,
8tq1_CD,Env,B,MPER,5,24.278,5,0,0.0,0.0,0.0,0.081,0.3,0.498,0.902,,,26.129,11.21,,
8tq1_CD,Env,B,MPER,6,14.03,5,0,0.0,0.0,0.0,0.139,0.238,0.722,0.869,,,16.323,7.167,,
8tq1_CD,Env,B,MPER,7,7.542,5,0,0.0,0.0,0.0,0.127,0.368,0.591,0.904,,,19.084,6.914,,
8tq1_CD,Env,B,MPER,8,6.35,5,0,0.0,0.0,0.0,0.04,0.1,0.32,0.348,,,36.3,48.586,,
8tq1_CD,Env,B,MPER,9,2.0,5,0,0.0,0.0,0.0,0.147,0.235,0.767,0.849,,,11.205,11.146,,
8tq1_CD,Env,B,MPER,10,1.0,5,0,0.0,0.0,0.0,0.192,0.393,0.723,0.909,,,14.503,4.957,,
9mqr_DE,C,C,CD97,0,704.691,5,0,,,,0.157,0.333,0.524,0.553,,,15.283,14.264,,
9mqr_DE,C,C,CD97,1,391.169,5,0,,,,0.134,0.279,0.435,0.606,,,16.306,13.402,,
9mqr_DE,C,C,CD97,2,196.333,5,0,,,,0.115,0.242,0.483,0.619,,,15.369,12.367,,
9mqr_DE,C,C,CD97,3,98.0,5,0,,,,0.176,0.3,0.531,0.661,,,14.928,11.219,,
9mqr_DE,C,C,CD97,4,36.0,5,0,,,,0.117,0.237,0.519,0.645,,,14.496,6.923,,
9mqr_DE,C,C,CD97,5,17.0,5,0,,,,0.202,0.367,0.521,0.75,,,13.197,8.336,,
9mqr_DE,C,C,CD97,6,9.0,5,0,,,,0.079,0.167,0.473,0.552,,,15.668,13.532,,
9mqr_DE,C,C,CD97,7,7.0,5,0,,,,0.155,0.205,0.578,0.594,,,12.455,10.454,,
9mqr_DE,C,C,CD97,8,4.0,5,0,,,,0.053,0.179,0.372,0.417,,,18.081,18.357,,
9mqr_DE,C,C,CD97,9,1.0,5,0,,,,0.138,0.34,0.542,0.792,,,14.099,5.78,,
9mqr_DE,C,C,CD97,10,2.0,5,0,,,,0.124,0.375,0.46,0.641,,,14.964,9.375,,
8q5y_GH,RBD,A,class1/2(RBM),0,28.326,5,73,0.85,0.877,1.0,0.217,0.381,0.761,0.856,0.788,0.799,14.243,7.354,7.544,10.291
8q5y_GH,RBD,A,class1/2(RBM),1,20.843,5,73,0.85,0.963,1.0,0.38,0.583,0.828,0.883,0.796,0.799,9.748,7.527,9.682,9.954
8q5y_GH,RBD,A,class1/2(RBM),2,16.742,5,73,0.85,0.922,0.952,0.246,0.429,0.777,0.862,0.793,0.797,15.65,10.678,5.942,6.766
8q5y_GH,RBD,A,class1/2(RBM),3,12.467,5,73,0.85,0.958,0.792,0.492,0.75,0.883,0.952,0.787,0.736,7.961,2.841,9.222,11.485
8q5y_GH,RBD,A,class1/2(RBM),4,10.117,5,73,0.85,0.922,1.0,0.309,0.636,0.799,0.91,0.791,0.783,13.043,6.001,8.529,14.87
8q5y_GH,RBD,A,class1/2(RBM),5,7.333,5,73,0.85,0.985,1.0,0.367,0.412,0.842,0.861,0.799,0.807,10.168,11.496,8.373,7.391
8q5y_GH,RBD,A,class1/2(RBM),6,3.583,5,73,0.85,0.924,1.0,0.272,0.417,0.795,0.867,0.792,0.797,12.195,8.05,7.821,9.289
8q5y_GH,RBD,A,class1/2(RBM),7,4.0,5,73,0.85,0.968,1.0,0.35,0.538,0.835,0.919,0.782,0.73,10.186,6.527,10.453,15.569
8q5y_GH,RBD,A,class1/2(RBM),8,3.0,5,73,0.85,0.884,1.0,0.225,0.438,0.756,0.877,0.789,0.802,16.255,10.229,7.108,8.299
8q5y_GH,RBD,A,class1/2(RBM),9,2.0,5,73,0.85,0.977,1.0,0.371,0.5,0.84,0.881,0.796,0.795,9.964,8.179,8.347,8.152
