pdb,antigen,Hchain,Lchain,antigen_chain,nb,date,res,antigen_name
7SOC,RBD,H,L,A|B,False,2021/10/29,3.3,Spike glycoprotein|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7SOE,RBD,H,G,BI|F|K,False,2021/10/29,2.8,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7SOE,RBD,E,D,AR|C|J,False,2021/10/29,2.8,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7SOB,RBD,N,O,BN|K,False,2021/10/29,2.4,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7SO9,RBD,O,N,A|AW|BK|K,False,2021/10/29,2.4,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7SOB,RBD,H,J,AW|D,False,2021/10/29,2.4,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7SOB,RBD,G,I,A|AF,False,2021/10/29,2.4,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7SOB,RBD,F,E,AR|AT|D|K,False,2021/10/29,2.4,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7SOB,RBD,C,B,A|AA|AC|D,False,2021/10/29,2.4,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7SOA,RBD,H,L,A|C|F,False,2021/10/29,3.1,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7SOB,RBD,M,L,A|BI|BK|K,False,2021/10/29,2.4,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7SO9,RBD,M,L,F|K|Q,False,2021/10/29,2.4,Spike glycoprotein|alpha-L-fucopyranose-(1-6)-2-acetamido-2-deoxy-beta-D-glucopyranose
7SO9,RBD,J,I,AH|AV|F|K,False,2021/10/29,2.4,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7SO9,RBD,C,B,A|AG|F|S,False,2021/10/29,2.4,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7SO9,RBD,E,D,A|K|R,False,2021/10/29,2.4,Spike glycoprotein|alpha-L-fucopyranose-(1-6)-2-acetamido-2-deoxy-beta-D-glucopyranose
7SO9,RBD,H,G,A|F|P,False,2021/10/29,2.4,Spike glycoprotein|alpha-L-fucopyranose-(1-6)-2-acetamido-2-deoxy-beta-D-glucopyranose
7SPO,RBD,C,nan,A,True,2021/11/02,1.92,Spike protein S1
7SPO,RBD,D,nan,B,True,2021/11/02,1.92,Spike protein S1
7SPP,RBD,C,nan,A,True,2021/11/02,1.96,Spike protein S1
7Q6E,RBD,H,L,A|AI|D,False,2021/11/07,2.7,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7Q6E,RBD,E,F,AL|B|P,False,2021/11/07,2.7,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7Q6E,RBD,J,K,AZ|C|V,False,2021/11/07,2.7,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7Q9G,RBD,H,L,A,False,2021/11/12,3.3,Spike glycoprotein
7Q9G,RBD,E,F,B,False,2021/11/12,3.3,Spike glycoprotein
7VYR,RBD,A,B,C,False,2021/11/15,2.2,Spike protein S1
7VYR,RBD,H,L,R,False,2021/11/15,2.2,Spike protein S1
7VZT,RBD,B,C,A|D,False,2021/11/16,3.41,Spike protein S1|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7W1S,RBD,B,nan,A,True,2021/11/20,1.997,Spike protein S1
7SWW,RBD,H,L,A|G,False,2021/11/21,3.13,Spike protein S1|2-acetamido-2-deoxy-beta-D-glucopyranose
7SWX,RBD,H,L,A|AD,False,2021/11/21,3.13,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7T01,RBD,H,L,A,False,2021/11/29,2.69,Spike protein S1
7QF1,RBD,E,D,F,False,2021/12/03,2.8,Spike protein S1
7QEZ,RBD,H,L,A|C,False,2021/12/03,2.89,Spike protein S1|SULFATE ION
7QF0,RBD,H,L,A|D|E,False,2021/12/03,2.3,Spike protein S1|CHLORIDE ION
7QEZ,RBD,E,F,A,False,2021/12/03,2.89,Spike protein S1
7QF1,RBD,C,B,A,False,2021/12/03,2.8,Spike protein S1
7T3M,RBD,D1,D2,A,False,2021/12/08,3.0,Spike glycoprotein
7T3M,RBD,H1,H2,G,False,2021/12/08,3.0,Spike glycoprotein
7T3M,RBD,I1,I2,C,False,2021/12/08,3.0,Spike glycoprotein
7W9E,RBD,D,E,C,False,2021/12/09,3.1,Spike glycoprotein
7T5O,RBD,H,L,C,False,2021/12/12,3.39,Spike glycoprotein
7T72,RBD,H,L,A,False,2021/12/14,3.177,Spike protein S1
7T7B,RBD,H,L,A,False,2021/12/14,2.59,Spike protein S1
7WBZ,RBD,H,L,A,False,2021/12/17,2.42,Spike protein S1
7WCD,RBD,E,F,H|J,False,2021/12/19,3.3,Spike glycoprotein
7WCD,RBD,G,I,C|J,False,2021/12/19,3.3,Spike glycoprotein
7WCD,RBD,A,B,C|H,False,2021/12/19,3.3,Spike glycoprotein
7WD2,RBD,D,nan,B|E,True,2021/12/20,2.69,Spike protein S1|alpha-L-fucopyranose-(1-6)-2-acetamido-2-deoxy-beta-D-glucopyranose
7WD2,RBD,C,nan,A|G,True,2021/12/20,2.69,Spike protein S1|2-acetamido-2-deoxy-beta-D-glucopyranose
7WCR,RBD,a,b,A,False,2021/12/20,3.5,Spike glycoprotein
7WD1,RBD,C,nan,B,True,2021/12/20,2.5,Spike protein S1
7WD0,RBD,c,d,B,False,2021/12/20,3.3,Spike glycoprotein
7WD0,RBD,a,b,A,False,2021/12/20,3.3,Spike glycoprotein
7WCZ,RBD,a,b,A,False,2021/12/20,3.5,Spike glycoprotein
7WD1,RBD,D,nan,A,True,2021/12/20,2.5,Spike protein S1
7TB8,RBD,J,K,C,False,2021/12/21,2.83,Spike glycoprotein
7WD7,RBD,a,b,A,False,2021/12/21,3.5,Spike glycoprotein
7WD7,RBD,c,d,B,False,2021/12/21,3.5,Spike glycoprotein
7WD7,RBD,e,f,C,False,2021/12/21,3.5,Spike glycoprotein
7TAS,RBD,H,L,E,False,2021/12/21,3.2,Spike glycoprotein
7TAT,RBD,D,E,B,False,2021/12/21,3.2,Spike glycoprotein
7TAT,RBD,F,G,C,False,2021/12/21,3.2,Spike glycoprotein
7TAT,RBD,H,L,A,False,2021/12/21,3.2,Spike glycoprotein
7TB8,RBD,D,E,A|H,False,2021/12/21,2.83,Spike glycoprotein|The heavy chain of SARS-CoV-2 antiboddy antibody B1-182.1
7TBF,RBD,H,L,A|D,False,2021/12/21,3.1,Spike glycoprotein|Heavy chain of SARS-CoV-2 antibody A19-61.1
7TBF,RBD,D,E,A|H,False,2021/12/21,3.1,Spike glycoprotein|Heavy chain of SARS-CoV-2 antibody B1-182.1
7TB8,RBD,F,G,B|C,False,2021/12/21,2.83,Spike glycoprotein
7TB8,RBD,H,L,A|D,False,2021/12/21,2.83,Spike glycoprotein|The heavy chain of SARS-CoV-2 antibody A19-61.1
7WEA,RBD,H,L,A|C,False,2021/12/23,3.3,Spike glycoprotein
7WE8,RBD,H,L,A,False,2021/12/23,3.5,Spike glycoprotein
7WEC,RBD,I,K,C,False,2021/12/23,3.3,Spike glycoprotein
7WEC,RBD,H,L,A|C,False,2021/12/23,3.3,Spike glycoprotein
7WED,RBD,H,L,E,False,2021/12/23,3.5,Spike protein S1
7WEA,RBD,G,I,B,False,2021/12/23,3.3,Spike glycoprotein
7WEC,RBD,G,J,A|B,False,2021/12/23,3.3,Spike glycoprotein
7WHK,RBD,G,nan,A,True,2021/12/30,3.01,Spike glycoprotein
7WHK,RBD,F,nan,C,True,2021/12/30,3.01,Spike glycoprotein
7WHK,RBD,E,nan,B|I,True,2021/12/30,3.01,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7WHK,RBD,D,nan,C|H,True,2021/12/30,3.01,Spike glycoprotein|Bn03_nano2
7WHJ,RBD,F,nan,B|C,True,2021/12/30,3.27,Spike glycoprotein
7WHJ,RBD,E,nan,B,True,2021/12/30,3.27,Spike glycoprotein
7WHB,RBD,J,K,B,False,2021/12/30,2.67,Spike glycoprotein
7WHB,RBD,G,H,C,False,2021/12/30,2.67,Spike glycoprotein
7WHB,RBD,D,E,A,False,2021/12/30,2.67,Spike glycoprotein
7WHD,RBD,J,K,B|C,False,2021/12/30,2.65,Spike glycoprotein
7WHJ,RBD,D,nan,A|C|H,True,2021/12/30,3.27,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7WHI,RBD,G,nan,A|B,True,2021/12/30,2.93,Spike glycoprotein
7WHI,RBD,F,nan,A,True,2021/12/30,2.93,Spike glycoprotein
7WHI,RBD,E,nan,C,True,2021/12/30,2.93,Spike glycoprotein
7WHI,RBD,D,nan,A|B,True,2021/12/30,2.93,Spike glycoprotein
7WH8,RBD,B,A,C,False,2021/12/30,3.11,Spike glycoprotein
7WHK,RBD,H,nan,A|B,True,2021/12/30,3.01,Spike glycoprotein
7WHD,RBD,G,H,A,False,2021/12/30,2.65,Spike glycoprotein
7WHD,RBD,D,E,C|K,False,2021/12/30,2.65,Spike glycoprotein|antibody ZB8 light chain
7WHZ,RBD,B,D,A|C|L,False,2022/01/01,3.42,Spike protein S1|XMA01 heavy chain variable domain|IG c1437_light_IGLV1-40_IGLJ1
7WHZ,RBD,C,E,A|B,False,2022/01/01,3.42,Spike protein S1|XMA04 heavy chain variable domain
7WHZ,RBD,H,L,A|B|D,False,2022/01/01,3.42,Spike protein S1|XMA04 heavy chain variable domain|IGL c4029_light_IGKV1-39_IGKJ2
7WJZ,RBD,D,N,B|I,False,2022/01/08,3.34,Spike glycoprotein
7WJZ,RBD,G,Q,BA|K|L,False,2022/01/08,3.34,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7WJZ,RBD,H,R,BJ|L|M,False,2022/01/08,3.34,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7WK0,RBD,A,B,C,False,2022/01/08,3.32,Spike protein S1
7WK0,RBD,D,E,F,False,2022/01/08,3.32,Spike protein S1
7WK9,RBD,a,b,B,False,2022/01/08,3.48,Spike glycoprotein
7WK9,RBD,c,d,C,False,2022/01/08,3.48,Spike glycoprotein
7WJZ,RBD,A,C,B|J|V,False,2022/01/08,3.34,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7WJY,RBD,B,C,A|G,False,2022/01/08,3.24,Spike glycoprotein
7WJZ,RBD,F,P,AS|K|M,False,2022/01/08,3.34,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7WJY,RBD,E,F,A|D,False,2022/01/08,3.24,Spike glycoprotein
7WJZ,RBD,E,O,I|J,False,2022/01/08,3.34,Spike glycoprotein
7THT,RBD,d,b,V,False,2022/01/12,3.42,Spike glycoprotein
7THT,RBD,a,c,S|V,False,2022/01/12,3.42,Spike glycoprotein
7THT,RBD,H,L,C,False,2022/01/12,3.42,Spike glycoprotein
7QTI,RBD,G,H,K,False,2022/01/14,3.04,"Spike glycoprotein,Envelope glycoprotein"
7QTI,RBD,B,C,A,False,2022/01/14,3.04,"Spike glycoprotein,Envelope glycoprotein"
7QTI,RBD,F,E,A,False,2022/01/14,3.04,"Spike glycoprotein,Envelope glycoprotein"
7QTI,RBD,I,J,D|F,False,2022/01/14,3.04,"Spike glycoprotein,Envelope glycoprotein|P5C3 Heavy Chain"
7WLY,RBD,Y,X,B|C,False,2022/01/14,3.4,Spike glycoprotein
7WLZ,RBD,P,O,B,False,2022/01/14,2.98,Spike glycoprotein
7WM0,RBD,H,L,B,False,2022/01/14,3.35,Spike glycoprotein
7WLY,RBD,P,O,B,False,2022/01/14,3.4,Spike glycoprotein
7WN2,RBD,B,C,A|K|N,False,2022/01/17,2.35,Spike protein S1|SULFATE ION
7WN2,RBD,H,L,J|R,False,2022/01/17,2.35,SULFATE ION|Spike protein S1
7WNB,RBD,H,L,R,False,2022/01/18,2.18,Spike protein S1
7TM0,RBD,N,O,A|Q,False,2022/01/19,3.1,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7TM0,RBD,L,M,AX|C,False,2022/01/19,3.1,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7TM0,RBD,J,K,AH|AW|B,False,2022/01/19,3.1,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7TM0,RBD,I,H,A|U,False,2022/01/19,3.1,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7TM0,RBD,G,F,AL|B|C,False,2022/01/19,3.1,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7TM0,RBD,E,D,A|BB|C,False,2022/01/19,3.1,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7TLY,RBD,A,B,C|I,False,2022/01/19,3.0,beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7TN0,RBD,B,A,AY|I|O|P|R|T|U,False,2022/01/20,2.85,"2-acetamido-2-deoxy-beta-D-glucopyranose|Spike protein S1|CHLORIDE ION|1,2-ETHANEDIOL"
7TN0,RBD,C,D,BE|S|W|Y,False,2022/01/20,2.85,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike protein S1|CHLORIDE ION
7TN0,RBD,H,G,I,False,2022/01/20,2.85,Spike protein S1
7TN0,RBD,M,N,AV|AW|BA|S,False,2022/01/20,2.85,"1,2-ETHANEDIOL|Spike protein S1"
7WO5,RBD,F,G,A,False,2022/01/20,3.45,Spike glycoprotein
7WO5,RBD,H,I,C,False,2022/01/20,3.45,Spike glycoprotein
7WO5,RBD,D,E,B,False,2022/01/20,3.45,Spike glycoprotein
7WOB,RBD,H,I,E,False,2022/01/21,3.25,Spike glycoprotein
7WOB,RBD,F,G,C,False,2022/01/21,3.25,Spike glycoprotein
7WOB,RBD,D,B,A,False,2022/01/21,3.25,Spike glycoprotein
7WOA,RBD,F,G,C,False,2022/01/21,3.25,Spike glycoprotein
7WOA,RBD,D,B,A,False,2022/01/21,3.25,Spike glycoprotein
7WOC,RBD,A,B,C,False,2022/01/21,3.35,Spike protein S1
7WOU,RBD,E2,E1,B|D1,False,2022/01/22,3.47,Spike glycoprotein|16L9 Fv
7WOQ,RBD,D2,D1,B,False,2022/01/22,3.47,Spike glycoprotein
7WOU,RBD,D2,D1,B|E2,False,2022/01/22,3.47,Spike glycoprotein|GW01 Fv
7WOU,RBD,F2,F1,C|G2,False,2022/01/22,3.47,Spike glycoprotein|GW01 Fv
7WOU,RBD,G2,G1,C|F1,False,2022/01/22,3.47,Spike glycoprotein|16L9 Fv
7WPF,RBD,X,Y,A,False,2022/01/23,2.92,Spike glycoprotein
7WPF,RBD,U,V,C,False,2022/01/23,2.92,Spike glycoprotein
7WPF,RBD,R,S,B,False,2022/01/23,2.92,Spike glycoprotein
7WPE,RBD,X,Y,B,False,2022/01/23,2.69,Spike glycoprotein
7WPD,RBD,X,Y,A,False,2022/01/23,3.18,Spike glycoprotein
7WPH,RBD,E,D,A,False,2022/01/23,2.89,Spike protein S1
7WPH,RBD,H,L,B,False,2022/01/23,2.89,Spike protein S1
7WPE,RBD,U,V,A|B,False,2022/01/23,2.69,Spike glycoprotein
7TP3,RBD,H,L,Z,False,2022/01/24,2.33,Spike protein S1
7TP4,RBD,H,L,B|Z,False,2022/01/24,1.95,"1,2-ETHANEDIOL|Spike protein S1"
7TPR,RBD,G,nan,C|E,True,2022/01/25,2.39,Spike glycoprotein|Nanobody 8A2
7TPR,RBD,D,nan,B|H,True,2022/01/25,2.39,Spike glycoprotein|Nanobody 7A3
7TPR,RBD,E,nan,C|G,True,2022/01/25,2.39,Spike glycoprotein|Nanobody 7A3
7TPR,RBD,F,nan,A|B,True,2022/01/25,2.39,Spike glycoprotein
7TPR,RBD,H,nan,A|B|D,True,2022/01/25,2.39,Spike glycoprotein|Nanobody 8A2
7WQV,RBD,F1,F2,E,False,2022/01/26,2.8,Spike protein S1
7WQV,RBD,B1,B2,A|AG,False,2022/01/26,2.8,Spike protein S1|CHLORIDE ION
7WQV,RBD,H1,H2,AO|G,False,2022/01/26,2.8,"(4S)-2-METHYL-2,4-PENTANEDIOL|Spike protein S1"
7WQV,RBD,J1,J2,AR|AS|I,False,2022/01/26,2.8,"(4S)-2-METHYL-2,4-PENTANEDIOL|Spike protein S1"
7WQV,RBD,L1,L2,K,False,2022/01/26,2.8,Spike protein S1
7WQV,RBD,N1,N2,M,False,2022/01/26,2.8,Spike protein S1
7WQV,RBD,P1,P2,O,False,2022/01/26,2.8,Spike protein S1
7WR8,RBD,A,B,C|R,False,2022/01/26,3.5,2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|Spike protein S1
7WR9,RBD,A,B,C|F,False,2022/01/26,3.24,beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|Spike protein S1
7WQV,RBD,D1,D2,AK|C,False,2022/01/26,2.8,CALCIUM ION|Spike protein S1
7WRV,RBD,U,V,C,False,2022/01/27,2.47,Spike glycoprotein
7WRO,RBD,H,L,R,False,2022/01/27,3.4,Spike protein S1
7WS0,RBD,G,F,B|H,False,2022/01/28,3.2,Spike glycoprotein|510A5 light chain
7WS0,RBD,I,H,C|D,False,2022/01/28,3.2,Spike glycoprotein|510A5 light chain
7WS1,RBD,E,D,A|C,False,2022/01/28,3.4,Spike glycoprotein
7WS1,RBD,G,F,B|J,False,2022/01/28,3.4,Spike glycoprotein|510A5 light chain
7WS1,RBD,I,H,C|D,False,2022/01/28,3.4,Spike glycoprotein|510A5 light chain
7WS2,RBD,E,D,A,False,2022/01/28,3.3,Spike protein S1
7WS7,RBD,G,F,B|J,False,2022/01/28,3.4,Spike protein S1|510A5 light chain
7WS0,RBD,E,D,A|F|H,False,2022/01/28,3.2,Spike glycoprotein|510A5 light chain
7WT7,RBD,H,D,C,False,2022/02/04,3.4,Spike glycoprotein
7WTF,RBD,I,K,D,False,2022/02/04,3.0,Spike glycoprotein
7WTF,RBD,G,J,C,False,2022/02/04,3.0,Spike glycoprotein
7WTF,RBD,H,L,B,False,2022/02/04,3.0,Spike glycoprotein
7WUE,RBD,E,F,B|J,False,2022/02/08,3.2,Spike protein S1|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7R40,RBD,D,F,B,False,2022/02/08,2.9,Spike glycoprotein
7R4I,RBD,E,nan,B,True,2022/02/08,3.2,Spike glycoprotein
7R4I,RBD,D,nan,A,True,2022/02/08,3.2,Spike glycoprotein
7WUE,RBD,C,D,A|H,False,2022/02/08,3.2,Spike protein S1|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7R40,RBD,E,G,C,False,2022/02/08,2.9,Spike glycoprotein
7R40,RBD,H,L,A,False,2022/02/08,2.9,Spike glycoprotein
7WVL,RBD,H,L,F,False,2022/02/10,3.0,Spike protein S1
7WWM,RBD,J,N,B|C|Y,False,2022/02/13,2.8,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7WWM,RBD,I,M,B|R,False,2022/02/13,2.8,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7WWM,RBD,H,L,A|E,False,2022/02/13,2.8,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7WWL,RBD,J,N,A|E|M,False,2022/02/13,3.0,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|light chain of ZWD12
7WWL,RBD,H,L,C|Y,False,2022/02/13,3.0,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7WWL,RBD,I,M,B|R,False,2022/02/13,3.0,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7WWK,RBD,G,F,B,False,2022/02/13,3.4,Spike glycoprotein
7WWJ,RBD,I,H,B|C,False,2022/02/13,3.5,Spike glycoprotein
7WWJ,RBD,G,F,B,False,2022/02/13,3.5,Spike glycoprotein
7WWI,RBD,I,H,B|C,False,2022/02/13,3.5,Spike glycoprotein
7WWI,RBD,G,F,B,False,2022/02/13,3.5,Spike glycoprotein
7WWI,RBD,E,D,A,False,2022/02/13,3.5,Spike glycoprotein
7WWK,RBD,I,H,B|C,False,2022/02/13,3.4,Spike glycoprotein
7X08,RBD,H,L,A|AS|B,False,2022/02/21,2.7,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7X08,RBD,I,M,B|BD|C,False,2022/02/21,2.7,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7X08,RBD,J,N,A|AG|C,False,2022/02/21,2.7,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7U2E,RBD,H,L,A|C|D|E|J,False,2022/02/23,2.85,Spike protein S1|SULFATE ION
7U2D,RBD,H,L,A|C|D|E,False,2022/02/23,2.76,Spike protein S1|SULFATE ION
7Z0Y,RBD,H,L,R,False,2022/02/23,2.95,Spike protein S1
7Z0X,RBD,H,L,B|R,False,2022/02/23,1.8,4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID|Spike protein S1
7Z1D,RBD,FFF,nan,EEE,True,2022/02/24,1.55,Spike protein S1
7Z1C,RBD,E,nan,C,True,2022/02/24,1.9,Spike protein S1
7Z1C,RBD,F,nan,A,True,2022/02/24,1.9,Spike protein S1
7X1M,RBD,A,B,E|M,False,2022/02/24,2.74,2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|Spike protein S1
7X1M,RBD,C,D,M,False,2022/02/24,2.74,Spike protein S1
7X1M,RBD,H,L,M,False,2022/02/24,2.74,Spike protein S1
7Z1B,RBD,F,nan,A,True,2022/02/24,2.3,Spike protein S1
7Z1E,RBD,FFF,nan,EEE,True,2022/02/24,1.59,Spike protein S1
7Z1B,RBD,E,nan,C,True,2022/02/24,2.3,Spike protein S1
7Z1B,RBD,D,nan,C,True,2022/02/24,2.3,Spike protein S1
7Z1B,RBD,B,nan,A,True,2022/02/24,2.3,Spike protein S1
7Z1A,RBD,F,nan,A,True,2022/02/24,2.59,Spike protein S1
7Z1A,RBD,E,nan,C,True,2022/02/24,2.59,Spike protein S1
7Z1A,RBD,D,nan,C,True,2022/02/24,2.59,Spike protein S1
7Z1A,RBD,B,nan,A,True,2022/02/24,2.59,Spike protein S1
7Z1C,RBD,D,nan,C|L|N,True,2022/02/24,1.9,Spike protein S1|DI(HYDROXYETHYL)ETHER
7Z1C,RBD,B,nan,A|H|O|P,True,2022/02/24,1.9,Spike protein S1|DI(HYDROXYETHYL)ETHER
7X2H,RBD,C,D,F|H,False,2022/02/25,2.1,Spike protein S1|2-acetamido-2-deoxy-beta-D-glucopyranose
7X29,RBD,H,K,B,False,2022/02/25,2.49,Spike glycoprotein
7X2A,RBD,H,K,A,False,2022/02/25,2.49,MERS-CoV Spike glycoprotein
7X2M,RBD,B,nan,E,True,2022/02/25,1.8,Spike protein S1
7X2L,RBD,B,nan,A|E,True,2022/02/25,2.4,beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|Spike protein S1
7X2K,RBD,H,L,E,False,2022/02/25,2.4,Spike protein S1
7X2K,RBD,B,nan,E,True,2022/02/25,2.4,Spike protein S1
7X2J,RBD,B,nan,S,True,2022/02/25,2.4,Spike protein S1
7X29,RBD,F,G,C,False,2022/02/25,2.49,Spike glycoprotein
7X2H,RBD,A,B,E|G,False,2022/02/25,2.1,Spike protein S1|2-acetamido-2-deoxy-beta-D-glucopyranose
7X4I,RBD,G,nan,B|C,True,2022/03/02,3.38,Spike glycoprotein
7X4I,RBD,E,nan,A|D,True,2022/03/02,3.38,Spike glycoprotein
7X4I,RBD,F,nan,B|C,True,2022/03/02,3.38,Spike glycoprotein
7X4I,RBD,H,nan,A|D,True,2022/03/02,3.38,Spike glycoprotein
7X63,RBD,H,L,R,False,2022/03/06,2.24,Spike protein S1
7X66,RBD,H,L,R,False,2022/03/06,2.4,Spike protein S1
7X6A,RBD,G,J,D,False,2022/03/07,3.5,Spike glycoprotein
7X6A,RBD,H,L,A|B,False,2022/03/07,3.5,Spike glycoprotein
7X6A,RBD,I,K,A,False,2022/03/07,3.5,Spike glycoprotein
7U8E,RBD,H,L,A|E|G,False,2022/03/08,2.29,Spike protein S1|GLYCEROL|CHLORIDE ION
7X7D,RBD,B,nan,A,True,2022/03/09,2.92,Spike protein S1
7X7D,RBD,C,nan,D,True,2022/03/09,2.92,Spike protein S1
7X7D,RBD,F,nan,E,True,2022/03/09,2.92,Spike protein S1
7X7E,RBD,A,nan,D,True,2022/03/09,2.67,Spike protein S1
7X7E,RBD,B,nan,C,True,2022/03/09,2.67,Spike protein S1
7X7E,RBD,E,nan,F,True,2022/03/09,2.67,Spike protein S1
7X7T,RBD,H,L,G,False,2022/03/10,3.48,Spike protein S1
7X7T,RBD,C,D,G,False,2022/03/10,3.48,Spike protein S1
7X7T,RBD,A,B,G,False,2022/03/10,3.48,Spike protein S1
7U9O,RBD,H,L,A,False,2022/03/11,3.4,Spike glycoprotein
7U9P,RBD,H,L,A,False,2022/03/11,3.5,Spike glycoprotein
